mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__solver,param_model__random_state,param_model__penalty,param_model__n_jobs,param_model__max_iter,param_model__dual,param_model__class_weight,param_model__C,params,split0_test_recall,split1_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_precision,split1_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_matthew,split1_test_matthew,mean_test_matthew,std_test_matthew,rank_test_matthew
10.469330549240112,1.4872784614562988,0.005899906158447266,0.00030493736267089844,saga,1,l1,-1,3000,False,balanced,0.3500000000000001,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l1', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.3500000000000001}",0.79,0.87,0.8300000000000001,0.03999999999999998,5,0.5197368421052633,0.5471698113207547,0.533453326713009,0.013716484607745716,3,0.3872549019607843,0.39908256880733944,0.3931687353840619,0.005913833423277559,2,0.3922736619794371,0.440974149744773,0.41662390586210507,0.02435024388266796,1
1.799304485321045,0.0042417049407958984,0.005194187164306641,0.00022482872009277344,saga,1,l2,-1,3000,False,balanced,0.3500000000000001,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l2', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.3500000000000001}",0.79,0.86,0.825,0.034999999999999976,13,0.5146579804560261,0.5460317460317461,0.5303448632438861,0.015686882787860013,10,0.38164251207729466,0.4,0.39082125603864737,0.009178743961352681,9,0.3854064687931225,0.4376581654042697,0.4115323170986961,0.026125848305573605,12
11.827270984649658,0.9039130210876465,0.005552530288696289,0.0004146099090576172,saga,1,l1,-1,3000,False,balanced,0.40000000000000013,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l1', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.40000000000000013}",0.8,0.86,0.8300000000000001,0.02999999999999997,5,0.5228758169934641,0.5408805031446542,0.5318781600690592,0.009002343075595054,8,0.3883495145631068,0.3944954128440367,0.39142246370357175,0.0030729491404649645,7,0.3977686524004219,0.4309716998398639,0.41437017612014293,0.016601523719720984,7
1.9673354625701904,0.003740549087524414,0.005171060562133789,4.792213439941406e-05,saga,1,l2,-1,3000,False,balanced,0.40000000000000013,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l2', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.40000000000000013}",0.79,0.87,0.8300000000000001,0.03999999999999998,5,0.5146579804560261,0.550632911392405,0.5326454459242156,0.017987465468189467,4,0.38164251207729466,0.4027777777777778,0.39221014492753625,0.010567632850241565,6,0.3854064687931225,0.4454338149076212,0.41542014185037185,0.030013673057249335,5
14.42394506931305,1.2060409784317017,0.00391387939453125,6.985664367675781e-05,saga,1,l1,-1,3000,False,balanced,0.45000000000000007,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l1', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.45000000000000007}",0.78,0.86,0.8200000000000001,0.03999999999999998,19,0.513157894736842,0.5425867507886436,0.5278723227627429,0.014714428025900783,19,0.38235294117647056,0.39631336405529954,0.3893331526158851,0.006980211439414491,15,0.38217458331100235,0.43319086056573136,0.40768272193836685,0.025508138627364507,20
2.1596227884292603,0.0020924806594848633,0.0053577423095703125,0.00011587142944335938,saga,1,l2,-1,3000,False,balanced,0.45000000000000007,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l2', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.45000000000000007}",0.79,0.87,0.8300000000000001,0.03999999999999998,5,0.5163398692810457,0.550632911392405,0.5334863903367253,0.017146521055679653,2,0.38349514563106796,0.4027777777777778,0.39313646170442285,0.009641316073354916,3,0.38768549494436333,0.4454338149076212,0.41655965492599223,0.028874159981628927,3
15.317611455917358,0.6000375747680664,0.004631996154785156,0.0006930828094482422,saga,1,l1,-1,3000,False,balanced,0.5000000000000001,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l1', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.5000000000000001}",0.78,0.86,0.8200000000000001,0.03999999999999998,19,0.5148514851485149,0.5408805031446542,0.5278659941465845,0.013014508998069663,20,0.3842364532019704,0.3944954128440367,0.3893659330230036,0.0051294798210331505,14,0.3844757994434362,0.4309716998398639,0.40772374964165004,0.02324795019821385,19
2.392000436782837,0.006465435028076172,0.0069789886474609375,0.0018389225006103516,saga,1,l2,-1,3000,False,balanced,0.5000000000000001,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l2', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.5000000000000001}",0.79,0.86,0.825,0.034999999999999976,13,0.518032786885246,0.5460317460317461,0.532032266458496,0.01399947957325004,6,0.3853658536585366,0.4,0.3926829268292683,0.007317073170731714,4,0.38997450820591145,0.4376581654042697,0.41381633680509056,0.023841828599179132,8
13.976700186729431,0.04923593997955322,0.004007816314697266,4.792213439941406e-05,saga,1,l1,-1,3000,False,balanced,0.5500000000000002,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l1', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.5500000000000002}",0.78,0.85,0.815,0.034999999999999976,22,0.5165562913907285,0.5362776025236593,0.5264169469571939,0.009860655566465426,21,0.38613861386138615,0.391705069124424,0.3889218414929051,0.0027832276315189197,17,0.3867872858567445,0.42318263075095097,0.40498495830384773,0.01819767244710324,21
2.6962051391601562,0.012156009674072266,0.005906343460083008,1.3589859008789062e-05,saga,1,l2,-1,3000,False,balanced,0.5500000000000002,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l2', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.5500000000000002}",0.79,0.86,0.825,0.034999999999999976,13,0.518032786885246,0.5460317460317461,0.532032266458496,0.01399947957325004,6,0.3853658536585366,0.4,0.3926829268292683,0.007317073170731714,4,0.38997450820591145,0.4376581654042697,0.41381633680509056,0.023841828599179132,8
11.89108681678772,0.49805593490600586,0.004155158996582031,3.0994415283203125e-06,saga,1,l1,-1,3000,False,balanced,0.6000000000000002,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l1', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.6000000000000002}",0.78,0.85,0.815,0.034999999999999976,22,0.5148514851485149,0.5379746835443039,0.5264130843464094,0.011561599197894512,22,0.3842364532019704,0.39351851851851855,0.3888774858602445,0.0046410326582740635,18,0.3844757994434362,0.42540545785565875,0.4049406286495475,0.020464829206111285,22
3.012397527694702,0.08685445785522461,0.006076931953430176,0.0002499818801879883,saga,1,l2,-1,3000,False,balanced,0.6000000000000002,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l2', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.6000000000000002}",0.79,0.86,0.825,0.034999999999999976,13,0.5146579804560261,0.5460317460317461,0.5303448632438861,0.015686882787860013,10,0.38164251207729466,0.4,0.39082125603864737,0.009178743961352681,9,0.3854064687931225,0.4376581654042697,0.4115323170986961,0.026125848305573605,12
10.355010151863098,0.03708016872406006,0.0037407875061035156,0.00017404556274414062,saga,1,l1,-1,3000,False,balanced,0.6500000000000001,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l1', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.6500000000000001}",0.77,0.85,0.81,0.03999999999999998,24,0.5116279069767442,0.5396825396825397,0.5256552233296419,0.014027316352897723,23,0.38308457711442784,0.3953488372093023,0.38921670716186507,0.006132130047437234,16,0.3789848686969222,0.42763786848587376,0.403311368591398,0.024326499894475773,24
3.1107747554779053,0.07187533378601074,0.0052748918533325195,0.0002530813217163086,saga,1,l2,-1,3000,False,balanced,0.6500000000000001,"{'model__solver': 'saga', 'model__random_state': 1, 'model__penalty': 'l2', 'model__n_jobs': -1, 'model__max_iter': 3000, 'model__dual': False, 'model__class_weight': 'balanced', 'model__C': 0.6500000000000001}",0.8,0.86,0.8300000000000001,0.02999999999999997,5,0.5211726384364822,0.5460317460317461,0.5336021922341141,0.012429553797631943,1,0.3864734299516908,0.4,0.39323671497584545,0.006763285024154603,1,0.39548193637993323,0.4376581654042697,0.4165700508921015,0.021088114512168243,2
