precision,recall,f1-score,support,matthew
0.9239766081871345,0.9186046511627907,0.9212827988338192,172.0,0.5613739592441622
0.631578947368421,0.6486486486486487,0.64,37.0,0.5613739592441622
0.8708133971291866,0.8708133971291866,0.8708133971291866,0.8708133971291866,0.5613739592441622
0.7777777777777777,0.7836266499057196,0.7806413994169097,209.0,0.5613739592441622
0.8722124289991326,0.8708133971291866,0.8714863224852484,209.0,0.5613739592441622
