mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__warm_start,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_depth,param_model__class_weight,params,split0_test_recall,split1_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_precision,split1_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_matthew,split1_test_matthew,mean_test_matthew,std_test_matthew,rank_test_matthew
0.14960503578186035,0.0025730133056640625,0.014750003814697266,4.315376281738281e-05,False,20,10,3,9,,"{'model__warm_start': False, 'model__n_estimators': 20, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 9, 'model__class_weight': None}",0.33,0.41,0.37,0.03999999999999998,99,0.4583333333333333,0.5466666666666666,0.5025,0.04416666666666666,102,0.75,0.82,0.7849999999999999,0.034999999999999976,82,0.42839420395521294,0.517819282818206,0.47310674338670944,0.04471253943149653,100
0.3213590383529663,0.0010679960250854492,0.026149988174438477,0.0017080307006835938,False,40,10,3,9,,"{'model__warm_start': False, 'model__n_estimators': 40, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 9, 'model__class_weight': None}",0.33,0.49,0.41000000000000003,0.07999999999999999,33,0.46153846153846156,0.6125,0.5370192307692307,0.07548076923076924,43,0.7674418604651163,0.8166666666666667,0.7920542635658915,0.02461240310077517,57,0.4363818253209522,0.5704705419555237,0.503426183638238,0.06704435831728575,41
0.4633904695510864,0.004231572151184082,0.02019953727722168,0.0018475055694580078,False,60,10,3,9,,"{'model__warm_start': False, 'model__n_estimators': 60, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 9, 'model__class_weight': None}",0.37,0.41,0.39,0.01999999999999999,66,0.4966442953020134,0.554054054054054,0.5253491746780337,0.02870487937602026,61,0.7551020408163265,0.8541666666666666,0.8046343537414966,0.049532312925170074,18,0.45872809670253334,0.5340104031616366,0.496369249932085,0.03764115322955164,54
0.6048336029052734,0.004322528839111328,0.032572388648986816,0.0005515813827514648,False,80,10,3,9,,"{'model__warm_start': False, 'model__n_estimators': 80, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 9, 'model__class_weight': None}",0.37,0.51,0.44,0.07,4,0.5,0.6296296296296298,0.5648148148148149,0.06481481481481488,5,0.7708333333333334,0.8225806451612904,0.7967069892473119,0.0258736559139785,40,0.46630955843837446,0.5867447305311377,0.5265271444847561,0.06021758604638164,5
0.7439079284667969,0.002089977264404297,0.03471100330352783,0.002957940101623535,False,100,10,3,9,,"{'model__warm_start': False, 'model__n_estimators': 100, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 9, 'model__class_weight': None}",0.38,0.48,0.43,0.04999999999999999,8,0.5170068027210885,0.5962732919254659,0.5566400473232771,0.0396332446021887,9,0.8085106382978723,0.7868852459016393,0.7976979420997559,0.010812696198116478,38,0.49118189586836336,0.5481790728510298,0.5196804843596966,0.028498588491333243,10
0.8774651288986206,0.004284024238586426,0.03847992420196533,0.0015419721603393555,False,120,10,3,9,,"{'model__warm_start': False, 'model__n_estimators': 120, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 9, 'model__class_weight': None}",0.4,0.42,0.41000000000000003,0.009999999999999981,33,0.5298013245033113,0.5526315789473685,0.5412164517253399,0.011415127222028587,35,0.7843137254901961,0.8076923076923077,0.7960030165912519,0.011689291101055821,42,0.49356162201953796,0.5187781911076178,0.5061699065635779,0.012608284544039922,34
1.004047155380249,0.007376909255981445,0.054032087326049805,0.0008070468902587891,False,140,10,3,9,,"{'model__warm_start': False, 'model__n_estimators': 140, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 9, 'model__class_weight': None}",0.4,0.45,0.42500000000000004,0.024999999999999994,13,0.5298013245033113,0.5806451612903226,0.5552232428968169,0.02542191839350566,12,0.7843137254901961,0.8181818181818182,0.8012477718360071,0.016934046345811082,27,0.49356162201953796,0.5444891042663047,0.5190253631429214,0.02546374112338337,11
1.157826542854309,0.005842328071594238,0.04838836193084717,0.0031124353408813477,False,160,10,3,9,,"{'model__warm_start': False, 'model__n_estimators': 160, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 9, 'model__class_weight': None}",0.4,0.4,0.4,0.0,48,0.5333333333333333,0.5263157894736842,0.5298245614035088,0.0035087719298245723,53,0.8,0.7692307692307693,0.7846153846153847,0.015384615384615385,86,0.5011998618129211,0.48611342647168954,0.4936566441423053,0.007543217670615776,59
1.280331015586853,0.003598809242248535,0.060270071029663086,0.00426483154296875,False,180,10,3,9,,"{'model__warm_start': False, 'model__n_estimators': 180, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 9, 'model__class_weight': None}",0.38,0.43,0.405,0.024999999999999994,39,0.5135135135135135,0.5620915032679739,0.5378025083907436,0.024288994877230186,41,0.7916666666666666,0.8113207547169812,0.8014937106918238,0.009827044025157272,26,0.48323476961919,0.5274324023013467,0.5053335859602683,0.022098816341078353,37
1.5397189855575562,0.005572915077209473,0.07736718654632568,0.007706999778747559,False,200,10,3,9,,"{'model__warm_start': False, 'model__n_estimators': 200, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 9, 'model__class_weight': None}",0.39,0.48,0.435,0.044999999999999984,5,0.5200000000000001,0.6,0.56,0.039999999999999925,7,0.78,0.8,0.79,0.010000000000000009,63,0.48458044080763624,0.5551307666372194,0.5198556037224278,0.035275162914791575,9
