precision,recall,f1-score,support
0.965034965034965,0.8846153846153846,0.923076923076923,156.0
0.18181818181818182,0.4444444444444444,0.2580645161290322,9.0
0.8606060606060606,0.8606060606060606,0.8606060606060606,0.8606060606060606
0.5734265734265734,0.6645299145299145,0.5905707196029776,165.0
0.9223140495867768,0.8606060606060606,0.8868035190615835,165.0
