mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__random_state,param_model__n_jobs,param_model__n_estimators,params,split0_test_recall,split1_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_precision,split1_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_matthew,split1_test_matthew,mean_test_matthew,std_test_matthew,rank_test_matthew
0.9795583486557007,0.00034058094024658203,0.04990959167480469,0.0006625652313232422,1,-1,200,"{'model__random_state': 1, 'model__n_jobs': -1, 'model__n_estimators': 200}",0.58,0.67,0.625,0.04500000000000004,1,0.6270270270270271,0.7052631578947369,0.666145092460882,0.03911806543385493,1,0.6823529411764706,0.7444444444444445,0.7133986928104575,0.03104575163398693,1,0.5473491184328907,0.639036207421096,0.5931926629269934,0.04584354449410266,1
