tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_macro,f1_weighted,matthew
858,226,96,20,0.1,0.25,0.7316666666666667,0.49033594109526,0.8202909444188781,0.7316666666666667,0.4819633541162998,0.7316666666666667,0.4762496001387993,0.7712898392783883,-0.026405091044267578
876,234,78,12,0.1,0.25,0.74,0.48350974075778497,0.8530296057677558,0.74,0.46126126126126127,0.74,0.46013289036544847,0.790531561461794,-0.05054945477522943
855,213,99,33,0.1,0.25,0.74,0.5151863782788771,0.8123976069949379,0.74,0.5252808988764045,0.74,0.5101502519900146,0.7718769723517499,0.03918802335240288
874,220,80,26,0.1,0.25,0.75,0.5109168072812803,0.8445526750864993,0.75,0.5220930633644925,0.75,0.5006214488636364,0.7911709872159091,0.031060310043737764
887,221,67,25,0.1,0.25,0.76,0.5156977041468528,0.8662783998909173,0.76,0.536140323340135,0.7600000000000001,0.5041293854992281,0.8057123835651031,0.0476369647884933
864,208,90,38,0.1,0.25,0.7516666666666667,0.5300659610369689,0.8255335685432327,0.7516666666666667,0.5514225746268657,0.7516666666666667,0.5280603491508782,0.7836104263117794,0.07864017103623228
888,216,66,30,0.1,0.25,0.765,0.526384414787544,0.8661082988188373,0.765,0.5584239130434783,0.765,0.5192061787120863,0.8079709477776074,0.07852339155310445
884,212,70,34,0.1,0.25,0.765,0.532418060029657,0.8582955804400811,0.765,0.5667462099943852,0.765,0.5283623693379791,0.8045324041811847,0.0930329542119364
867,221,87,25,0.1,0.25,0.7433333333333333,0.5052155238533518,0.8334683233624789,0.7433333333333333,0.5100446428571429,0.7433333333333333,0.49441614366460745,0.7829472328768122,0.014475921306753192
879,221,75,25,0.1,0.25,0.7533333333333333,0.5115048320294524,0.8530705118371938,0.7533333333333333,0.5245454545454545,0.7533333333333333,0.5001998075093853,0.7966090883336804,0.03360900662810567
866,208,88,38,0.1,0.25,0.7533333333333333,0.531114179066319,0.8286618602035076,0.7533333333333333,0.553959386361621,0.7533333333333333,0.5291722338868741,0.785820449195139,0.0819488135256189
851,231,103,15,0.1,0.25,0.7216666666666667,0.47650457636651833,0.810312846210223,0.7216666666666667,0.4568125567843604,0.7216666666666667,0.45918521557028436,0.7618552142029549,-0.06370894047144039
853,211,101,35,0.1,0.25,0.74,0.5182032008999335,0.8089199093248794,0.74,0.5295223352498895,0.74,0.5143187750040215,0.7703483309896794,0.04636382208528225
857,221,97,25,0.1,0.25,0.735,0.4999744337066012,0.8173253396055972,0.735,0.4999543781745187,0.735,0.4896867511126327,0.7715611092091751,-6.83046404175662e-05
863,217,91,29,0.1,0.25,0.7433333333333333,0.5112491690954645,0.8259395612824053,0.7433333333333333,0.5203703703703704,0.7433333333333333,0.5035220916549801,0.7795638086948112,0.03027538543659102
846,214,108,32,0.1,0.25,0.7316666666666667,0.5084368768215984,0.798509485094851,0.7316666666666667,0.5133423180592992,0.7316666666666667,0.5029611373237081,0.7614489591855286,0.021219565875002736
863,209,91,37,0.1,0.25,0.75,0.5275093316970906,0.8241635561009698,0.75,0.5470499067164178,0.75,0.5248929689438371,0.7821581472937376,0.07195308166240301
878,224,76,22,0.1,0.25,0.75,0.5048831620391676,0.852478226040122,0.75,0.5106115041297826,0.75,0.4909962899285133,0.7947810152927337,0.014396901631257208
855,231,99,15,0.1,0.25,0.725,0.4786010124252186,0.8168775885872066,0.725,0.45943588252398954,0.725,0.4607843137254902,0.7665196078431373,-0.05892473320605266
880,214,74,32,0.1,0.25,0.76,0.5262565833205501,0.8524408992517597,0.76,0.5531371805042944,0.76,0.5205965909090908,0.7995241477272726,0.07470477380543018
870,204,84,42,0.1,0.25,0.76,0.5413406964258322,0.8341217978217518,0.76,0.5716945996275605,0.76,0.5418973086466883,0.7916090857033786,0.10888350983642216
856,208,98,38,0.1,0.25,0.745,0.5258730889195684,0.8130902831040888,0.745,0.5419615214506855,0.745,0.5236587985616364,0.7747647092398777,0.06589914037964276
870,200,84,46,0.1,0.25,0.7633333333333333,0.5494707777266452,0.8334125888428695,0.7633333333333333,0.5834651329978433,0.7633333333333333,0.5521823227651165,0.793058475597791,0.1285159140723231
863,215,91,31,0.1,0.25,0.745,0.515314209745871,0.8254549095805422,0.745,0.5273274734633049,0.745,0.5089438548442314,0.7801814447107156,0.04091447961012216
865,225,89,21,0.1,0.25,0.7383333333333333,0.4960372245231886,0.8314188440626544,0.7383333333333333,0.49224353628023354,0.7383333333333333,0.48217858791969925,0.7796094534473786,-0.011088214322507964
876,212,78,34,0.1,0.25,0.7583333333333333,0.5282251879122565,0.8454364166283173,0.7583333333333333,0.554359243697479,0.7583333333333333,0.5239632521517408,0.795632134851544,0.07834028001301727
870,212,84,34,0.1,0.25,0.7533333333333333,0.5250805338242062,0.8358654190315488,0.7533333333333333,0.5461010683292082,0.7533333333333333,0.520715041343725,0.7889495311499242,0.06800704091673887
867,217,87,29,0.1,0.25,0.7466666666666667,0.5133456051541647,0.8323495423633481,0.7466666666666667,0.5249077490774907,0.7466666666666667,0.5055275728018478,0.7840748793187269,0.0364641733468457
862,212,92,34,0.1,0.25,0.7466666666666667,0.5208876617068058,0.8232019225852635,0.7466666666666667,0.5362241730956815,0.7466666666666667,0.5164471591270599,0.7800318126868995,0.055014117214815646
849,221,105,25,0.1,0.25,0.7283333333333334,0.49578156158920084,0.8045367387636141,0.7283333333333334,0.49288281811646295,0.7283333333333334,0.485955764864183,0.7624544473411264,-0.010958721355004294
873,215,81,31,0.1,0.25,0.7533333333333333,0.5205552998926216,0.8414470522063712,0.7533333333333333,0.5395877100840336,0.7533333333333333,0.5141142159893631,0.7914038341933001,0.057052160444262576
860,220,94,26,0.1,0.25,0.7383333333333333,0.5035792810758296,0.821889860408038,0.7383333333333333,0.5064814814814815,0.7383333333333333,0.4938504440898174,0.7752695971758788,0.00963307718436987
863,221,91,25,0.1,0.25,0.74,0.5031190877946515,0.8269901654991392,0.74,0.5058213513169615,0.74,0.4925151405071595,0.7783926393007986,0.008522278061906467
884,204,70,42,0.1,0.25,0.7716666666666666,0.548678222631283,0.8560747217535069,0.7716666666666666,0.59375,0.7716666666666666,0.5502273485847482,0.8069076032735277,0.13510859886302978
858,212,96,34,0.1,0.25,0.7433333333333333,0.5187912256481055,0.8169121030832951,0.7433333333333333,0.5317038102084831,0.7433333333333333,0.5143385753931544,0.7755704594511255,0.048816122399564586
849,215,105,31,0.1,0.25,0.7333333333333333,0.5079766835404204,0.8033594109526001,0.7333333333333333,0.512936753648828,0.7333333333333333,0.5018654102605348,0.7644598266560814,0.020316731026134918
862,220,92,26,0.1,0.25,0.74,0.5046274991051797,0.825106441001517,0.74,0.5085059055734829,0.74,0.4948077462812237,0.7775413976985687,0.01254768033224234
865,205,89,41,0.1,0.25,0.755,0.5366876310272537,0.8265373864430468,0.755,0.5618979151689432,0.755,0.5364140946934657,0.7857718022033472,0.09530766754200705
864,220,90,26,0.1,0.25,0.7416666666666667,0.5056757171345299,0.8283300097151916,0.7416666666666667,0.5105929507570938,0.7416666666666667,0.49576824858083157,0.7798131993052807,0.015507751883141276
850,210,104,36,0.1,0.25,0.7383333333333333,0.5186633941811116,0.8041102077687444,0.7383333333333333,0.5295148247978436,0.7383333333333333,0.5153099289429949,0.7673756931188074,0.04694025178409696
861,227,93,19,0.1,0.25,0.7333333333333333,0.48987574781408194,0.8254895945185867,0.7333333333333333,0.4805015756302521,0.7333333333333333,0.474718071339852,0.7744906315603245,-0.028100317830756196
860,224,94,22,0.1,0.25,0.735,0.4954491997750166,0.8229706328509825,0.735,0.4915065529965644,0.735,0.48275581628614334,0.7741309592873523,-0.01243414340179796
870,214,84,32,0.1,0.25,0.7516666666666667,0.5210154931737997,0.8363690750115049,0.7516666666666667,0.5392225473978878,0.7516666666666667,0.515286897022864,0.7883365593321733,0.05742059481055013
888,214,66,32,0.1,0.25,0.7666666666666667,0.5304494554379506,0.8654241448074859,0.7666666666666667,0.5661691173747175,0.7666666666666667,0.5249298705999457,0.8084622809398847,0.08977334996244678
860,236,94,10,0.1,0.25,0.725,0.47105895587257757,0.8268633566838812,0.725,0.44041268950028073,0.725,0.4480836236933798,0.7712613240418118,-0.08305465628384229
862,214,92,32,0.1,0.25,0.745,0.5168226210563992,0.8236374017828229,0.745,0.52958987888236,0.745,0.5111170283584077,0.7793779789641858,0.04462193718532142
867,209,87,37,0.1,0.25,0.7533333333333333,0.5296057677557908,0.8304371836171192,0.7533333333333333,0.5520745892792901,0.7533333333333333,0.5270935960591133,0.7865878489326764,0.07852918428662949
852,222,102,24,0.1,0.25,0.73,0.4953213683080227,0.8095520785396534,0.73,0.4918861399308327,0.73,0.4846344722275243,0.7655602214163008,-0.012322623562192488
856,224,98,22,0.1,0.25,0.7316666666666667,0.4933527637163164,0.8164902592422151,0.7316666666666667,0.487962962962963,0.7316666666666667,0.4809549140029338,0.7695439818173027,-0.01789000048525833
865,219,89,27,0.1,0.25,0.7433333333333333,0.5082323464744082,0.8296698539312437,0.7433333333333333,0.5153645501972262,0.7433333333333333,0.49902135665450364,0.7812337593097628,0.022493225704376084
853,233,101,13,0.1,0.25,0.7216666666666667,0.473487753745462,0.8142079562305057,0.7216666666666667,0.44974314238635266,0.7216666666666667,0.4542483660130719,0.7636895424836602,-0.07300471724573071
872,204,82,42,0.1,0.25,0.7616666666666667,0.5423889144551822,0.8372369654514155,0.7616666666666667,0.5745592996762201,0.7616666666666666,0.543070163759819,0.7937977189011671,0.11243643138793755
871,201,83,45,0.1,0.25,0.7633333333333333,0.547962366416117,0.8351236556390721,0.7633333333333333,0.58203125,0.7633333333333333,0.5502320106001658,0.7937763794380716,0.1254497966530372
846,198,108,48,0.1,0.25,0.745,0.5409572020248504,0.7968752876208008,0.745,0.5590185676392573,0.745,0.5428264084980503,0.7678015328761597,0.09833077642362764
862,198,92,48,0.1,0.25,0.7583333333333333,0.5493429462596513,0.8209123757904245,0.7583333333333333,0.5780323450134771,0.7583333333333333,0.5523563038008551,0.7851558949186438,0.12410230951137964
865,207,89,39,0.1,0.25,0.7533333333333333,0.5326225903768471,0.8269035809854953,0.7533333333333333,0.5557952425373134,0.7533333333333333,0.5312277293579193,0.7850627053298211,0.08532726041006156
866,214,88,32,0.1,0.25,0.7483333333333333,0.5189190571150994,0.8299892621567725,0.7483333333333333,0.5342592592592592,0.7483333333333333,0.5131937392201428,0.7838580202137433,0.05091769368881217
874,218,80,28,0.1,0.25,0.7516666666666667,0.5149818479316869,0.8439336299023367,0.7516666666666667,0.5298127798127799,0.7516666666666667,0.5062710207598125,0.7916957436585648,0.04226821659715163
862,220,92,26,0.1,0.25,0.74,0.5046274991051797,0.825106441001517,0.74,0.5085059055734829,0.74,0.4948077462812237,0.7775413976985687,0.01254768033224234
872,208,82,38,0.1,0.25,0.7583333333333333,0.5342588331543693,0.838088663905507,0.7583333333333333,0.5620370370370371,0.7583333333333334,0.5325370343504683,0.792446443251608,0.09220231019325448
848,222,106,24,0.1,0.25,0.7266666666666667,0.49322493224932246,0.8031616982836495,0.7266666666666667,0.48856937455068294,0.7266666666666667,0.48280211924985283,0.7609971126622375,-0.017600370661067503
854,216,100,30,0.1,0.25,0.7366666666666667,0.5085647082885922,0.8114119411634367,0.7366666666666667,0.5144500359453631,0.7366666666666667,0.5017239929358338,0.7697411207355703,0.02224952517531175
842,236,112,10,0.1,0.25,0.71,0.4616249936084266,0.7970014146682347,0.71,0.43152163995255327,0.71,0.44154399178363574,0.7500102704553235,-0.10252526526676686
870,224,84,22,0.1,0.25,0.7433333333333333,0.5006902899217671,0.8392938589763257,0.7433333333333333,0.5013969852712911,0.7433333333333333,0.4873046875,0.7856022135416667,0.0019640008692761585
868,198,86,48,0.1,0.25,0.7633333333333333,0.5524876003477016,0.830041587837262,0.7633333333333333,0.586233933521884,0.7633333333333333,0.5560187597707139,0.7916494702101788,0.13455426026859074
869,223,85,23,0.1,0.25,0.7433333333333333,0.5021987012322953,0.8373349695761109,0.7433333333333333,0.5043752543752543,0.7433333333333333,0.48970293420812827,0.7847056679424093,0.006203185370913038
859,225,95,21,0.1,0.25,0.7333333333333333,0.4928925704351383,0.8216307886349303,0.7333333333333333,0.4867349535564321,0.7333333333333333,0.4795027082124714,0.7727103992828704,-0.01941961722303277
855,213,99,33,0.1,0.25,0.74,0.5151863782788771,0.8123976069949379,0.74,0.5252808988764045,0.74,0.5101502519900146,0.7718769723517499,0.03918802335240288
870,212,84,34,0.1,0.25,0.7533333333333333,0.5250805338242062,0.8358654190315488,0.7533333333333333,0.5461010683292082,0.7533333333333333,0.520715041343725,0.7889495311499242,0.06800704091673887
869,207,85,39,0.1,0.25,0.7566666666666667,0.5347190264355474,0.8331570963508377,0.7566666666666667,0.5610684734380621,0.7566666666666667,0.5334842231393956,0.7894717969200729,0.09209208312715271
864,200,90,46,0.1,0.25,0.7583333333333333,0.5463261236385949,0.8242112798486475,0.7583333333333333,0.5751326846528084,0.7583333333333333,0.5485655280486096,0.7865417179070736,0.11799332249793741
866,218,88,28,0.1,0.25,0.745,0.5107889758142864,0.8310096981472959,0.745,0.5201361496373584,0.745,0.5022744647281757,0.7826543193142448,0.029478699525610892
858,216,96,30,0.1,0.25,0.74,0.5106611443472926,0.8177419849670194,0.74,0.518488959829742,0.74,0.5037220843672456,0.77424317617866,0.028079420904012393
861,199,93,47,0.1,0.25,0.7566666666666667,0.546786316919773,0.8195121951219513,0.7566666666666667,0.573989218328841,0.7566666666666667,0.5492691058960335,0.783674211435324,0.11767213803410607
875,221,79,25,0.1,0.25,0.75,0.5094083959707522,0.8465084965315063,0.75,0.519371139809096,0.75,0.4982578397212544,0.79205574912892,0.027000100276019397
880,232,74,14,0.1,0.25,0.745,0.48967121746689163,0.8589603040684495,0.745,0.4752289077828646,0.745,0.4678600205204305,0.7955636452168267,-0.03199095025899444
868,234,86,12,0.1,0.25,0.7333333333333333,0.47931686864038453,0.8395323072727582,0.7333333333333333,0.4550538908848476,0.7333333333333333,0.4570627092570808,0.7810997496455826,-0.060979546699932365
847,219,107,27,0.1,0.25,0.7283333333333334,0.4987983842102572,0.8009545601745326,0.7283333333333334,0.49802581837529053,0.7283333333333334,0.4903595622720166,0.7608370679173179,-0.003080394657878113
870,226,84,20,0.1,0.25,0.7416666666666667,0.49662524927136065,0.839960116582298,0.7416666666666667,0.4930516563728242,0.7416666666666666,0.4815331010452962,0.7851242740998838,-0.009684818577267829
853,215,101,31,0.1,0.25,0.7366666666666667,0.5100731195991205,0.8096374699596052,0.7366666666666667,0.5167688117126319,0.7366666666666667,0.5038701270155276,0.7689523181511311,0.025993402695028173
873,219,81,27,0.1,0.25,0.75,0.5124252185918086,0.8426138978370916,0.75,0.5247252747252747,0.75,0.5029574034494756,0.7902977285153338,0.03505521035190391
867,227,87,19,0.1,0.25,0.7383333333333333,0.49302040190213225,0.8353497468936955,0.7383333333333333,0.48587492670139004,0.7383333333333333,0.47731711647727265,0.7814256332859848,-0.019858231011570047
863,229,91,17,0.1,0.25,0.7333333333333333,0.4868589251930255,0.8294165771846397,0.7333333333333333,0.47385022385022385,0.7333333333333333,0.4698212303461073,0.7763175770830226,-0.03707485210057328
849,211,105,35,0.1,0.25,0.7366666666666667,0.5161067648412333,0.802710027100271,0.7366666666666667,0.5254716981132075,0.7366666666666667,0.5122227310381733,0.7658940096354877,0.040510080306823404
856,216,98,30,0.1,0.25,0.7383333333333333,0.5096129263179424,0.8145734690051303,0.7383333333333333,0.5164412313432836,0.7383333333333333,0.5027213074945494,0.7719921941674452,0.025143456045598075
861,219,93,27,0.1,0.25,0.74,0.5061359104157079,0.8232397606994938,0.74,0.5111111111111112,0.7400000000000001,0.4970743266115383,0.776701001015523,0.01651384660177692
855,239,99,7,0.1,0.25,0.7183333333333334,0.4623408498235926,0.8195732985631743,0.7183333333333334,0.42378669242178607,0.7183333333333334,0.43736683238636365,0.7647193122632576,-0.10714715853495486
848,212,106,34,0.1,0.25,0.735,0.513550135501355,0.8013098464317976,0.735,0.5214285714285715,0.735,0.5091355331333516,0.764412326152168,0.03407990882954985
860,210,94,36,0.1,0.25,0.7466666666666667,0.5239044843278621,0.819662184043224,0.7466666666666667,0.5403306973400431,0.7466666666666667,0.5206458666218148,0.7784851288089031,0.062099421011691004
850,234,104,12,0.1,0.25,0.7183333333333334,0.4698829063762336,0.8095721906904604,0.7183333333333334,0.44379055859524114,0.7183333333333334,0.4502247355494229,0.7599253592425318,-0.08228888161414605
860,204,94,42,0.1,0.25,0.7516666666666667,0.5360996062790816,0.8186507814763682,0.7516666666666667,0.558547103051747,0.7516666666666667,0.536112163305123,0.7806532135734756,0.09194623143879009
872,216,82,30,0.1,0.25,0.7516666666666667,0.5179986705527433,0.8401172640657223,0.7516666666666667,0.5346638655462185,0.7516666666666667,0.5108312039352371,0.7899944006405522,0.049956120588011015
868,224,86,22,0.1,0.25,0.7416666666666667,0.49964207189241705,0.8360152375108657,0.7416666666666667,0.49928774928774927,0.7416666666666667,0.48638931689779147,0.7833076527991784,-0.0010098208743346806
858,210,96,36,0.1,0.25,0.745,0.522856266298512,0.8165378125479369,0.745,0.5380490296220632,0.745,0.5195704394517451,0.7762639536526776,0.058979954338464945
876,212,78,34,0.1,0.25,0.7583333333333333,0.5282251879122565,0.8454364166283173,0.7583333333333333,0.554359243697479,0.7583333333333333,0.5239632521517408,0.795632134851544,0.07834028001301727
855,231,99,15,0.1,0.25,0.725,0.4786010124252186,0.8168775885872066,0.725,0.45943588252398954,0.725,0.4607843137254902,0.7665196078431373,-0.05892473320605266
852,204,102,42,0.1,0.25,0.745,0.5319067341616812,0.8063997545635835,0.745,0.5492424242424242,0.745,0.5315729047072331,0.7718760045924224,0.07927584600065161
858,218,96,28,0.1,0.25,0.7383333333333333,0.506596103696886,0.8181975763153858,0.7383333333333333,0.5116021105648159,0.7383333333333333,0.49833577419784314,0.7736100829893933,0.017496139504274963
864,212,90,34,0.1,0.25,0.7483333333333333,0.5219358797361558,0.8263573145165414,0.7483333333333333,0.5385837630411321,0.7483333333333333,0.5175076554386899,0.782261926951582,0.05818483602584464
846,208,108,38,0.1,0.25,0.7366666666666667,0.520631998772818,0.7976934090095618,0.7366666666666667,0.5314652595461516,0.7366666666666667,0.5182535165460607,0.7636979971271377,0.05095846137169363
861,225,93,21,0.1,0.25,0.735,0.4939407884644884,0.8248864856573095,0.735,0.4885141029369003,0.735,0.4803921568627451,0.7750098039215686,-0.016684781087018496
848,218,106,28,0.1,0.25,0.73,0.5013550135501355,0.8023396567299006,0.73,0.5022262048108426,0.73,0.4934861907243356,0.7623043251693591,0.003473636529096595
870,204,84,42,0.1,0.25,0.76,0.5413406964258322,0.8341217978217518,0.76,0.5716945996275605,0.76,0.5418973086466883,0.7916090857033786,0.10888350983642216
860,222,94,24,0.1,0.25,0.7366666666666667,0.4995142404254231,0.822416696494009,0.7366666666666667,0.4991071148845515,0.7366666666666667,0.4883309225155984,0.7746893643357299,-0.0013171598138817927
844,212,110,34,0.1,0.25,0.7316666666666667,0.5114536994426548,0.7951178606125684,0.7316666666666667,0.5176767676767676,0.7316666666666667,0.507079984691925,0.7599479525449675,0.028457996000233913
874,224,80,22,0.1,0.25,0.7466666666666667,0.5027867259804674,0.8458720662678325,0.7466666666666667,0.5058394942676524,0.7466666666666667,0.48914431673052355,0.7901915708812259,0.00806797877747758
872,218,82,28,0.1,0.25,0.75,0.5139336299023367,0.8406921647832829,0.75,0.5272727272727273,0.75,0.5052661668022604,0.789435783548451,0.03898759229526994
864,246,90,0,0.1,0.25,0.72,0.4528301886792453,0.8377358490566038,0.72,0.3891891891891892,0.72,0.4186046511627907,0.7744186046511629,-0.14459495203147021
872,222,82,24,0.1,0.25,0.7466666666666667,0.5058035486015238,0.8419232670314124,0.7466666666666667,0.5117450243178918,0.7466666666666668,0.4939630681818182,0.7883866003787879,0.01651215545650696
867,225,87,21,0.1,0.25,0.74,0.4970854425525387,0.8346955054456205,0.74,0.49420024420024417,0.74,0.48307569958745467,0.7819096376559471,-0.0082228271195824
863,203,91,43,0.1,0.25,0.755,0.53970445364831,0.8231161050604217,0.755,0.5652320013441237,0.755,0.5403856175091193,0.784313183949974,0.1017841043337172
861,213,93,33,0.1,0.25,0.745,0.5183310323669275,0.8218369381807026,0.745,0.5317903697791966,0.745,0.5132658904371064,0.7785846535598399,0.04828044313711483
884,204,70,42,0.1,0.25,0.7716666666666666,0.548678222631283,0.8560747217535069,0.7716666666666666,0.59375,0.7716666666666666,0.5502273485847482,0.8069076032735277,0.13510859886302978
875,211,79,35,0.1,0.25,0.7583333333333333,0.5297335992227847,0.843573912154216,0.7583333333333333,0.5563632839003586,0.7583333333333333,0.5261437908496732,0.7948202614379085,0.0818751071907279
890,200,64,46,0.1,0.25,0.78,0.5599529580201462,0.864537846636328,0.78,0.617347789824854,0.78,0.5646342267859892,0.8147034895226368,0.16775395216955596
866,210,88,36,0.1,0.25,0.7516666666666667,0.5270491384159124,0.8290772272502598,0.7516666666666667,0.5475776471999041,0.7516666666666667,0.5238982825189722,0.7851458749389784,0.07174773486636787
872,220,82,26,0.1,0.25,0.7483333333333333,0.5098685892519302,0.8412941657718462,0.7483333333333333,0.5196377696377696,0.7483333333333333,0.4996437861391388,0.7888997133721027,0.027842204106656197
872,218,82,28,0.1,0.25,0.75,0.5139336299023367,0.8406921647832829,0.75,0.5272727272727273,0.75,0.5052661668022604,0.789435783548451,0.03898759229526994
868,200,86,46,0.1,0.25,0.7616666666666667,0.548422559697295,0.8303384977245998,0.7616666666666667,0.5806094654409262,0.7616666666666667,0.5509710643241801,0.7908872246557707,0.12495305762533848
850,216,104,30,0.1,0.25,0.7333333333333333,0.5064682722298921,0.8051098498406368,0.7333333333333333,0.5106269776819468,0.7333333333333333,0.49973944762897343,0.765238839673441,0.016581698903046012
844,222,110,24,0.1,0.25,0.7233333333333334,0.49112849619062227,0.7967992705084284,0.7233333333333334,0.4854246590686343,0.7233333333333334,0.48097967691505994,0.7564352961611952,-0.022742488218802235
843,199,111,47,0.1,0.25,0.7416666666666667,0.537352354655622,0.7924566651326891,0.7416666666666667,0.5532447338370708,0.7416666666666667,0.5386813230421239,0.7641072574191287,0.08919229073919943
880,206,74,40,0.1,0.25,0.7666666666666667,0.5425167459221762,0.8502479930459682,0.7666666666666667,0.5805951342444509,0.7666666666666667,0.542483660130719,0.8018954248366014,0.11707506728992303
867,217,87,29,0.1,0.25,0.7466666666666667,0.5133456051541647,0.8323495423633481,0.7466666666666667,0.5249077490774907,0.7466666666666667,0.5055275728018478,0.7840748793187269,0.0364641733468457
878,220,76,26,0.1,0.25,0.7533333333333333,0.5130132433399806,0.8510906580763922,0.7533333333333333,0.5272688310296796,0.7533333333333333,0.5025878873428783,0.7957128453317202,0.03767524034620265
860,214,94,32,0.1,0.25,0.7433333333333333,0.5157744030270491,0.8204719537761415,0.7433333333333333,0.5273565664627118,0.7433333333333333,0.5100846217471527,0.7771374944327798,0.04154676905941402
871,223,83,23,0.1,0.25,0.745,0.5032469192616454,0.840608563003869,0.745,0.5065710047945914,0.745,0.49063387784090906,0.7869944069602273,0.00923807816289156
858,232,96,14,0.1,0.25,0.7266666666666667,0.4781408191440405,0.8221455233420258,0.7266666666666667,0.45721434528773974,0.7266666666666667,0.459091009037138,0.7697831233463063,-0.06116402094028587
853,207,101,39,0.1,0.25,0.7433333333333333,0.5263332822007465,0.8083107497741644,0.7433333333333333,0.541644204851752,0.7433333333333333,0.52457152265746,0.7718207435687665,0.06623076621591763
861,225,93,21,0.1,0.25,0.735,0.4939407884644884,0.8248864856573095,0.735,0.4885141029369003,0.735,0.4803921568627451,0.7750098039215686,-0.016684781087018496
867,221,87,25,0.1,0.25,0.7433333333333333,0.5052155238533518,0.8334683233624789,0.7433333333333333,0.5100446428571429,0.7433333333333333,0.49441614366460745,0.7829472328768122,0.014475921306753192
854,214,100,32,0.1,0.25,0.7383333333333333,0.5126297489389988,0.8110175384772714,0.7383333333333333,0.5210248552945183,0.7383333333333333,0.5070101895027711,0.7704146452514404,0.03259071302371553
856,220,98,26,0.1,0.25,0.735,0.5014828450171294,0.8154776635816673,0.735,0.5026082264060439,0.735,0.49194514711756093,0.7707261350019972,0.003933240663751736
879,215,75,31,0.1,0.25,0.7583333333333333,0.5236999539806719,0.8511261952242164,0.7583333333333333,0.5479631609809941,0.7583333333333333,0.5172674005681818,0.7981319543087121,0.06743069651181477
875,209,79,37,0.1,0.25,0.76,0.5337986398731912,0.843068296091766,0.76,0.5630805445985494,0.76,0.5315524373912243,0.7954393593545834,0.09234796391672417
