tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_macro,f1_weighted,matthew
432,110,45,13,0.1,0.25,0.7416666666666667,0.5056757171345299,0.8283300097151916,0.7416666666666667,0.5105929507570938,0.7416666666666667,0.49576824858083157,0.7798131993052807,0.015507751883141276
433,103,44,20,0.1,0.25,0.755,0.5351792197167254,0.8282735934277582,0.755,0.5601679104477613,0.755,0.5343951095649604,0.7865149843478628,0.09201434978389084
426,108,51,15,0.1,0.25,0.735,0.5075164902592422,0.808257401441939,0.735,0.5125127681307456,0.735,0.5007300645282842,0.7674899910508219,0.01939609236634082
431,103,46,20,0.1,0.25,0.7516666666666667,0.5330827836580252,0.822058086618602,0.7516666666666667,0.5550732039496085,0.7516666666666667,0.5321306894007191,0.7821132620539148,0.08536919565321435
432,108,45,15,0.1,0.25,0.745,0.5138057984353428,0.8272894615738611,0.745,0.525,0.745,0.506745974176701,0.7809952125344553,0.03715615485399807
424,112,53,11,0.1,0.25,0.725,0.489159891598916,0.803613369467028,0.725,0.48145988805970147,0.725,0.4773822658382208,0.7603739620231112,-0.02835325894503613
431,115,46,8,0.1,0.25,0.7316666666666667,0.4843022958531472,0.8280968451193945,0.7316666666666667,0.46876271876271874,0.7316666666666667,0.4665076130357705,0.7749195619397916,-0.044287858345820996
433,115,44,8,0.1,0.25,0.735,0.4863987319118474,0.8347214126229312,0.735,0.47199606962380686,0.735,0.46815331010452965,0.7795790940766552,-0.03903275365989761
435,119,42,4,0.1,0.25,0.7316666666666667,0.4722350053689216,0.8445267679091886,0.7316666666666667,0.43607753884790457,0.7316666666666666,0.4455891046206647,0.7827756510693166,-0.08425691166173245
421,99,56,24,0.1,0.25,0.7416666666666667,0.5388607659661502,0.7909358967803514,0.7416666666666667,0.5548076923076923,0.7416666666666667,0.5404934013864253,0.7634562142914787,0.09230100549645172
429,121,48,2,0.1,0.25,0.7183333333333334,0.457815615892008,0.825778493633993,0.7183333333333334,0.41000000000000003,0.7183333333333334,0.42928221262896027,0.7677495670837297,-0.12323302430305412
432,120,45,3,0.1,0.25,0.725,0.4650253106304648,0.8351587666820065,0.725,0.422554347826087,0.725,0.43736893253542014,0.7752851516546467,-0.10408914694248729
433,105,44,18,0.1,0.25,0.7516666666666667,0.5270491384159124,0.8290772272502598,0.7516666666666667,0.5475776471999041,0.7516666666666667,0.5238982825189722,0.7851458749389784,0.07174773486636787
425,99,52,24,0.1,0.25,0.7483333333333333,0.5430536380835507,0.8028426309420327,0.7483333333333333,0.5634290879871434,0.7483333333333333,0.5451784396508014,0.772144505410837,0.10451512805652899
437,109,40,14,0.1,0.25,0.7516666666666667,0.5149818479316869,0.8439336299023367,0.7516666666666667,0.5298127798127799,0.7516666666666667,0.5062710207598125,0.7916957436585648,0.04226821659715163
432,106,45,17,0.1,0.25,0.7483333333333333,0.5219358797361558,0.8263573145165414,0.7483333333333333,0.5385837630411321,0.7483333333333333,0.5175076554386899,0.782261926951582,0.05818483602584464
433,111,44,12,0.1,0.25,0.7416666666666667,0.5026588945134735,0.8321385352218301,0.7416666666666667,0.5051207983193277,0.7416666666666667,0.49113313161048155,0.7815377993240643,0.007379881450501627
436,106,41,17,0.1,0.25,0.755,0.5261287518535562,0.8390487634436092,0.755,0.5487657462781524,0.755,0.521793113170208,0.7911776793411371,0.07139154245301975
436,114,41,9,0.1,0.25,0.7416666666666667,0.4936084266503042,0.8439731724361269,0.7416666666666667,0.48636363636363633,0.7416666666666667,0.47656060921591026,0.7869892479170301,-0.018671670348947594
431,109,46,14,0.1,0.25,0.7416666666666667,0.5086925397555863,0.8245896609909494,0.7416666666666667,0.5157407407407407,0.7416666666666667,0.5002982091332592,0.7781324048551672,0.02339461601918397
441,107,36,16,0.1,0.25,0.7616666666666667,0.5273048013499003,0.8556762284603978,0.7616666666666667,0.5562184166198765,0.7616666666666667,0.5216724738675959,0.8017598141695703,0.07835898667062152
434,122,43,1,0.1,0.25,0.725,0.458991665388352,0.8437268838097186,0.725,0.40165140614780903,0.725,0.4261235515416408,0.7795294213122641,-0.12701357479066108
437,113,40,10,0.1,0.25,0.745,0.49872168533006084,0.8465724122650031,0.745,0.4972727272727273,0.745,0.4833146658711889,0.7897377737503587,-0.003734334069789519
429,111,48,12,0.1,0.25,0.735,0.498466022396073,0.8191900598251266,0.735,0.49722222222222223,0.735,0.4874026790463756,0.7724067894965908,-0.00412846165044423
421,117,56,6,0.1,0.25,0.7116666666666667,0.46569003425883315,0.7964382744456374,0.7116666666666667,0.43965103729463967,0.7116666666666667,0.44721075755558515,0.7505384990902233,-0.09100705121991085
437,109,40,14,0.1,0.25,0.7516666666666667,0.5149818479316869,0.8439336299023367,0.7516666666666667,0.5298127798127799,0.7516666666666667,0.5062710207598125,0.7916957436585648,0.04226821659715163
443,121,34,2,0.1,0.25,0.7416666666666667,0.4724906683029094,0.8739735133200389,0.7416666666666667,0.4205082742316785,0.7416666666666668,0.4381309698584453,0.801547858554003,-0.09352570237822151
434,102,43,21,0.1,0.25,0.7583333333333333,0.5402924783964821,0.8310136183122838,0.7583333333333333,0.5689132462686567,0.7583333333333333,0.5407298699790425,0.7894195423839464,0.10538852853154938
432,88,45,35,0.1,0.25,0.7783333333333333,0.5951066114434729,0.8228460397811526,0.7783333333333333,0.6341346153846155,0.7783333333333333,0.6057136928025456,0.7970301709726882,0.22589456608342132
442,116,35,7,0.1,0.25,0.7483333333333333,0.4917676535255919,0.8657447461267066,0.7483333333333333,0.47939068100358423,0.7483333333333333,0.4694773825208608,0.8002582345191042,-0.02605095426890125
438,104,39,19,0.1,0.25,0.7616666666666667,0.5363552692130695,0.8444081403078182,0.7616666666666667,0.5678521440386818,0.7616666666666667,0.5348055454648962,0.7968599193590653,0.09933343773795898
422,104,55,19,0.1,0.25,0.735,0.5195837807434678,0.7946349985512433,0.735,0.5295190627890247,0.735,0.5171844871476939,0.7614837720341512,0.04808720634068569
425,105,52,18,0.1,0.25,0.7383333333333333,0.5186633941811116,0.8041102077687444,0.7383333333333333,0.5295148247978436,0.7383333333333333,0.5153099289429949,0.7673756931188074,0.04694025178409696
439,109,38,14,0.1,0.25,0.755,0.5170782839903871,0.8504375245010313,0.755,0.5351628298708591,0.755,0.5082926829268293,0.7962146341463414,0.04901105158799173
441,103,36,20,0.1,0.25,0.7683333333333333,0.5435649639515263,0.8534151454722094,0.7683333333333333,0.5839023109243697,0.7683333333333333,0.5436613244764963,0.8040887361680318,0.12091651915052666
434,100,43,23,0.1,0.25,0.7616666666666667,0.548422559697295,0.8303384977245998,0.7616666666666667,0.5806094654409262,0.7616666666666667,0.5509710643241801,0.7908872246557707,0.12495305762533848
424,108,53,15,0.1,0.25,0.7316666666666667,0.505420054200542,0.8019692863595302,0.7316666666666667,0.5087903582485626,0.7316666666666667,0.4987520690746631,0.7629877005726817,0.013804958261348086
422,112,55,11,0.1,0.25,0.7216666666666667,0.4870634555402158,0.7972168533006084,0.7216666666666667,0.47846441947565543,0.7216666666666667,0.47560956463033616,0.7557913742483475,-0.03338239026315801
434,88,43,35,0.1,0.25,0.7816666666666666,0.5972030475021731,0.8285641969627243,0.7816666666666666,0.6400677866195108,0.7816666666666666,0.6085637876682652,0.801189547756712,0.23336679897792278
423,109,54,14,0.1,0.25,0.7283333333333334,0.5003067955207854,0.7991890371733906,0.7283333333333334,0.5004975674480319,0.7283333333333334,0.4925253867029198,0.7600434484058828,0.00078141273177442
435,107,42,16,0.1,0.25,0.7516666666666667,0.5210154931737997,0.8363690750115049,0.7516666666666667,0.5392225473978878,0.7516666666666667,0.515286897022864,0.7883365593321733,0.05742059481055013
441,111,36,12,0.1,0.25,0.755,0.5110446387482743,0.8583709157846294,0.755,0.5244565217391304,0.755,0.4987468671679198,0.7997994987468673,0.03287025692920651
427,113,50,10,0.1,0.25,0.7283333333333334,0.4882395050365598,0.8137904586593036,0.7283333333333334,0.4787037037037037,0.7283333333333334,0.4745071489594919,0.7666811741380144,-0.03165153932007243
427,101,50,22,0.1,0.25,0.7483333333333333,0.5370199928414379,0.8092202280513371,0.7483333333333333,0.5571338383838385,0.7483333333333333,0.53769613471106,0.7748580176042862,0.09198030850075604
445,107,32,16,0.1,0.25,0.7683333333333333,0.5314976734673007,0.8686874264969066,0.7683333333333333,0.5697463768115942,0.7683333333333333,0.5260259492268086,0.8106947641211875,0.09374110309440375
439,121,38,2,0.1,0.25,0.735,0.46829779618550904,0.860063745291541,0.735,0.41696428571428573,0.735,0.4356064863841544,0.7918642142565565,-0.10261413427335542
425,117,52,6,0.1,0.25,0.7183333333333334,0.4698829063762336,0.8095721906904604,0.7183333333333334,0.44379055859524114,0.7183333333333334,0.4502247355494229,0.7599253592425318,-0.08228888161414605
429,111,48,12,0.1,0.25,0.735,0.498466022396073,0.8191900598251266,0.735,0.49722222222222223,0.735,0.4874026790463756,0.7724067894965908,-0.00412846165044423
429,97,48,26,0.1,0.25,0.7583333333333333,0.5553765915017641,0.8145190980211688,0.7583333333333333,0.5834703524817594,0.7583333333333333,0.5596965448831173,0.7824852009116476,0.1359750508275786
426,114,51,9,0.1,0.25,0.725,0.4831262463568032,0.8110906580763921,0.725,0.46944444444444444,0.725,0.46805938391605006,0.7638183664587263,-0.04541307815488653
421,109,56,14,0.1,0.25,0.725,0.49821035946208514,0.7929087624209575,0.725,0.4971698113207548,0.725,0.4906123457044213,0.7555222252522497,-0.004501120034091489
434,114,43,9,0.1,0.25,0.7383333333333333,0.491511990591604,0.8373407646026145,0.7383333333333333,0.4825238629983155,0.7383333333333333,0.4748432055749129,0.7823516840882694,-0.024358786118582717
434,108,43,15,0.1,0.25,0.7483333333333333,0.515902234494043,0.8336893865794004,0.7483333333333333,0.5296793485176231,0.7483333333333333,0.5087806808755198,0.785495439323209,0.04344964716808051
427,109,50,14,0.1,0.25,0.735,0.5044996676381858,0.8118334441206047,0.735,0.507695895522388,0.735,0.49638654708046726,0.7690876361313618,0.011769277297939525
418,98,59,25,0.1,0.25,0.7383333333333333,0.5397811525285063,0.7820821189343968,0.7383333333333333,0.5538482834994463,0.7383333333333333,0.5417195732445962,0.7578446225024446,0.09256666309832559
430,116,47,7,0.1,0.25,0.7283333333333334,0.47918903717339056,0.8254573809889042,0.7283333333333334,0.4585877085877086,0.7283333333333334,0.4598803784150969,0.7721235316533294,-0.058713870836316434
440,108,37,15,0.1,0.25,0.7583333333333333,0.5221915426701437,0.8530568764807145,0.7583333333333333,0.5456906232453678,0.7583333333333333,0.5149825783972125,0.7989872241579559,0.06368501912930663
423,99,54,24,0.1,0.25,0.745,0.5409572020248504,0.7968752876208008,0.745,0.5590185676392573,0.745,0.5428264084980503,0.7678015328761597,0.09833077642362764
432,112,45,11,0.1,0.25,0.7383333333333333,0.49754563583371686,0.8294789589405328,0.7383333333333333,0.49527310924369744,0.7383333333333333,0.48456710750222964,0.7787189322185682,-0.006812198262001502
443,115,34,8,0.1,0.25,0.7516666666666667,0.49688091220534847,0.8682635373523546,0.7516666666666667,0.4921915002560164,0.7516666666666667,0.47650417215634605,0.8029038208168643,-0.009870237331695505
431,119,46,4,0.1,0.25,0.725,0.46804213325152116,0.8309769732917455,0.725,0.4318181818181818,0.725,0.44279032593951745,0.773246618750387,-0.09335835174473797
424,110,53,13,0.1,0.25,0.7283333333333334,0.497289972899729,0.8027371273712737,0.7283333333333334,0.49548859380320054,0.7283333333333334,0.4881698145793101,0.7616406826495846,-0.006993148948408595
441,109,36,14,0.1,0.25,0.7583333333333333,0.5191747200490873,0.8569693715805082,0.7583333333333333,0.5409090909090909,0.7583333333333332,0.5103308924923031,0.8007318770836733,0.05601501104684278
439,105,38,18,0.1,0.25,0.7616666666666667,0.5333384465920131,0.8480959929096147,0.7616666666666667,0.5642069327731093,0.7616666666666667,0.5305292762599927,0.79845100195704,0.0925323597255204
430,96,47,27,0.1,0.25,0.7616666666666667,0.5604898501815206,0.8173596836597296,0.7616666666666667,0.5911776795807214,0.7616666666666667,0.5657696959881776,0.785485405037004,0.14853045718284902
444,108,33,15,0.1,0.25,0.765,0.526384414787544,0.8661082988188373,0.765,0.5584239130434783,0.765,0.5192061787120863,0.8079709477776074,0.07852339155310445
431,107,46,16,0.1,0.25,0.745,0.5168226210563992,0.8236374017828229,0.745,0.52958987888236,0.745,0.5111170283584077,0.7793779789641858,0.04462193718532142
424,100,53,23,0.1,0.25,0.745,0.537940379403794,0.7999819331526649,0.745,0.5558959421454399,0.745,0.5391543130236598,0.7691265518401196,0.09210240500943528
434,98,43,25,0.1,0.25,0.765,0.5565526409981081,0.8297717782209268,0.765,0.59171826625387,0.765,0.5610188927920963,0.7924302222406716,0.14404041355708475
435,101,42,22,0.1,0.25,0.7616666666666667,0.5454057370762387,0.8337536431968093,0.7616666666666667,0.5776585820895522,0.7616666666666667,0.5470646303931247,0.7923241004200299,0.11876270727920793
437,111,40,12,0.1,0.25,0.7483333333333333,0.5068517666308738,0.8451988205416645,0.7483333333333333,0.5141072431218416,0.7483333333333333,0.4949128919860627,0.7906694541231126,0.019663116505361955
427,107,50,16,0.1,0.25,0.7383333333333333,0.5126297489389988,0.8110175384772714,0.7383333333333333,0.5210248552945183,0.7383333333333333,0.5070101895027711,0.7704146452514404,0.03259071302371553
437,111,40,12,0.1,0.25,0.7483333333333333,0.5068517666308738,0.8451988205416645,0.7483333333333333,0.5141072431218416,0.7483333333333333,0.4949128919860627,0.7906694541231126,0.019663116505361955
430,114,47,9,0.1,0.25,0.7316666666666667,0.48731911847420356,0.824159806377938,0.7316666666666667,0.47557773109243695,0.7316666666666667,0.47143505928572593,0.7730811980075764,-0.03519635768700776
438,108,39,15,0.1,0.25,0.755,0.5200951066114434,0.8465730940328271,0.755,0.5399877899877901,0.755,0.5128982553804862,0.7944917739450271,0.05669422908764707
434,104,43,19,0.1,0.25,0.755,0.532162397095669,0.8317971399839784,0.755,0.5565715313586761,0.755,0.5302889095992545,0.7880298229263747,0.0853106337068911
441,103,36,20,0.1,0.25,0.7683333333333333,0.5435649639515263,0.8534151454722094,0.7683333333333333,0.5839023109243697,0.7683333333333333,0.5436613244764963,0.8040887361680318,0.12091651915052666
430,110,47,13,0.1,0.25,0.7383333333333333,0.5035792810758296,0.821889860408038,0.7383333333333333,0.5064814814814815,0.7383333333333333,0.4938504440898174,0.7752695971758788,0.00963307718436987
435,101,42,22,0.1,0.25,0.7616666666666667,0.5454057370762387,0.8337536431968093,0.7616666666666667,0.5776585820895522,0.7616666666666667,0.5470646303931247,0.7923241004200299,0.11876270727920793
431,117,46,6,0.1,0.25,0.7283333333333334,0.4761722145523342,0.8294827086635647,0.7283333333333334,0.45094048287478944,0.7283333333333334,0.4547735191637631,0.7740339140534263,-0.0683806887425274
430,100,47,23,0.1,0.25,0.755,0.5442296875798946,0.8181120144534778,0.755,0.5699460916442048,0.755,0.5461819079912118,0.7821925279520044,0.11124196655683252
435,109,42,14,0.1,0.25,0.7483333333333333,0.5128854118729866,0.837457687784425,0.7483333333333333,0.5248161764705883,0.7483333333333333,0.5042651798269853,0.7871755335350561,0.035764040875507885
428,108,49,15,0.1,0.25,0.7383333333333333,0.5096129263179424,0.8145734690051303,0.7383333333333333,0.5164412313432836,0.7383333333333333,0.5027213074945494,0.7719921941674452,0.025143456045598075
418,112,59,11,0.1,0.25,0.715,0.48287058342281536,0.7845076784101174,0.715,0.472911051212938,0.715,0.47208915827549125,0.7466321243523316,-0.043082148897732826
440,100,37,23,0.1,0.25,0.7716666666666666,0.5547118678733957,0.8488878662371528,0.7716666666666666,0.5990740740740741,0.7716666666666666,0.5583280945242355,0.8038976739687606,0.14724846553251086
434,116,43,7,0.1,0.25,0.735,0.483381909290791,0.8387746927783744,0.735,0.46454545454545454,0.735,0.4630524959053531,0.7814921962503727,-0.04854634290726375
433,115,44,8,0.1,0.25,0.735,0.4863987319118474,0.8347214126229312,0.735,0.47199606962380686,0.735,0.46815331010452965,0.7795790940766552,-0.03903275365989761
425,105,52,18,0.1,0.25,0.7383333333333333,0.5186633941811116,0.8041102077687444,0.7383333333333333,0.5295148247978436,0.7383333333333333,0.5153099289429949,0.7673756931188074,0.04694025178409696
438,114,39,9,0.1,0.25,0.745,0.49570486270900443,0.8506335327504219,0.745,0.4904891304347826,0.745,0.4782875556237533,0.7916280497161271,-0.012782877694691422
428,106,49,17,0.1,0.25,0.7416666666666667,0.5177430076187555,0.8137776755126042,0.7416666666666667,0.5295369424582907,0.7416666666666667,0.5132903144772581,0.7733392994520591,0.04578533368109024
440,106,37,17,0.1,0.25,0.7616666666666667,0.5303216239709567,0.8518520222938079,0.7616666666666667,0.5603378103378104,0.7616666666666667,0.5261527246218335,0.8000838345179516,0.08554625406863794
440,100,37,23,0.1,0.25,0.7716666666666666,0.5547118678733957,0.8488878662371528,0.7716666666666666,0.5990740740740741,0.7716666666666666,0.5583280945242355,0.8038976739687606,0.14724846553251086
434,98,43,25,0.1,0.25,0.765,0.5565526409981081,0.8297717782209268,0.765,0.59171826625387,0.765,0.5610188927920963,0.7924302222406716,0.14404041355708475
425,113,52,10,0.1,0.25,0.725,0.4861430689778596,0.8073179253805116,0.725,0.4756265739297278,0.725,0.47277326587671414,0.7620742910398083,-0.03675545585781794
428,108,49,15,0.1,0.25,0.7383333333333333,0.5096129263179424,0.8145734690051303,0.7383333333333333,0.5164412313432836,0.7383333333333333,0.5027213074945494,0.7719921941674452,0.025143456045598075
423,107,54,16,0.1,0.25,0.7316666666666667,0.5084368768215984,0.798509485094851,0.7316666666666667,0.5133423180592992,0.7316666666666667,0.5029611373237081,0.7614489591855286,0.021219565875002736
430,108,47,15,0.1,0.25,0.7416666666666667,0.5117093623766427,0.8209174890491042,0.7416666666666667,0.520595994723588,0.7416666666666667,0.5047264012781254,0.7764940309767896,0.031059038344798187
431,109,46,14,0.1,0.25,0.7416666666666667,0.5086925397555863,0.8245896609909494,0.7416666666666667,0.5157407407407407,0.7416666666666667,0.5002982091332592,0.7781324048551672,0.02339461601918397
437,103,40,20,0.1,0.25,0.7616666666666667,0.5393720918341258,0.8407884644884185,0.7616666666666667,0.5712962962962963,0.7616666666666667,0.5389847993939101,0.7953092509308961,0.10596384902806857
431,105,46,18,0.1,0.25,0.7483333333333333,0.5249527023572123,0.822793543658707,0.7483333333333333,0.5426772388059702,0.7483333333333333,0.5217255887367959,0.7807058682756957,0.06526599228857373
430,102,47,21,0.1,0.25,0.7516666666666667,0.5360996062790816,0.8186507814763682,0.7516666666666667,0.558547103051747,0.7516666666666667,0.536112163305123,0.7806532135734756,0.09194623143879009
431,117,46,6,0.1,0.25,0.7283333333333334,0.4761722145523342,0.8294827086635647,0.7283333333333334,0.45094048287478944,0.7283333333333334,0.4547735191637631,0.7740339140534263,-0.0683806887425274
421,107,56,16,0.1,0.25,0.7283333333333334,0.5063404407628982,0.7922973871248147,0.7283333333333334,0.5097853535353536,0.7283333333333334,0.500956754688098,0.7569659395331036,0.015753533500129487
430,104,47,19,0.1,0.25,0.7483333333333333,0.5279695249782687,0.8192979495832694,0.7483333333333333,0.5465611167858359,0.7483333333333333,0.5258505644262321,0.7791886078532962,0.07217457499583965
432,106,45,17,0.1,0.25,0.7483333333333333,0.5219358797361558,0.8263573145165414,0.7483333333333333,0.5385837630411321,0.7483333333333333,0.5175076554386899,0.782261926951582,0.05818483602584464
432,122,45,1,0.1,0.25,0.7216666666666667,0.4568952293296518,0.836849721327402,0.7216666666666667,0.4007612619682938,0.7216666666666667,0.42492782901646586,0.7746803337178627,-0.13080769158534153
424,104,53,19,0.1,0.25,0.7383333333333333,0.521680216802168,0.8007588075880758,0.7383333333333333,0.5334595959595959,0.7383333333333333,0.519326444699579,0.765911978568695,0.05386692100044277
434,120,43,3,0.1,0.25,0.7283333333333334,0.467121746689165,0.8419677523819263,0.7283333333333334,0.424305446554701,0.7283333333333334,0.4387020127525984,0.7800772119521653,-0.09977383830293549
436,110,41,13,0.1,0.25,0.7483333333333333,0.5098685892519302,0.8412941657718462,0.7483333333333333,0.5196377696377696,0.7483333333333333,0.4996437861391388,0.7888997133721027,0.027842204106656197
435,103,42,20,0.1,0.25,0.7583333333333333,0.5372756557754257,0.8345170527176969,0.7583333333333333,0.5655654155174481,0.7583333333333333,0.5366795366795367,0.7909137709137709,0.09887353254741432
448,104,29,19,0.1,0.25,0.7783333333333333,0.5468374495065705,0.8764248095311141,0.7783333333333333,0.603713768115942,0.7783333333333333,0.5464852607709751,0.8188662131519276,0.1393942377183017
438,110,39,13,0.1,0.25,0.7516666666666667,0.5119650253106305,0.847818172521348,0.7516666666666667,0.5246350364963503,0.7516666666666667,0.5016027874564459,0.793442044134727,0.03433708404667685
430,118,47,5,0.1,0.25,0.725,0.47105895587257757,0.8268633566838812,0.725,0.44041268950028073,0.725,0.4480836236933798,0.7712613240418118,-0.08305465628384229
430,118,47,5,0.1,0.25,0.725,0.47105895587257757,0.8268633566838812,0.725,0.44041268950028073,0.725,0.4480836236933798,0.7712613240418118,-0.08305465628384229
437,101,40,22,0.1,0.25,0.765,0.5475021731349389,0.839956878185134,0.765,0.5835531838349922,0.765,0.5494607908401012,0.7966816668885635,0.12599933022846077
425,113,52,10,0.1,0.25,0.725,0.4861430689778596,0.8073179253805116,0.725,0.4756265739297278,0.725,0.47277326587671414,0.7620742910398083,-0.03675545585781794
436,110,41,13,0.1,0.25,0.7483333333333333,0.5098685892519302,0.8412941657718462,0.7483333333333333,0.5196377696377696,0.7483333333333333,0.4996437861391388,0.7888997133721027,0.027842204106656197
431,99,46,24,0.1,0.25,0.7583333333333333,0.5493429462596513,0.8209123757904245,0.7583333333333333,0.5780323450134771,0.7583333333333333,0.5523563038008551,0.7851558949186438,0.12410230951137964
421,117,56,6,0.1,0.25,0.7116666666666667,0.46569003425883315,0.7964382744456374,0.7116666666666667,0.43965103729463967,0.7116666666666667,0.44721075755558515,0.7505384990902233,-0.09100705121991085
433,105,44,18,0.1,0.25,0.7516666666666667,0.5270491384159124,0.8290772272502598,0.7516666666666667,0.5475776471999041,0.7516666666666667,0.5238982825189722,0.7851458749389784,0.07174773486636787
438,112,39,11,0.1,0.25,0.7483333333333333,0.5038349440098174,0.8491716520938795,0.7483333333333333,0.5081818181818182,0.7483333333333333,0.4900687225264674,0.7924862995836873,0.011203002209368557
419,111,58,12,0.1,0.25,0.7183333333333334,0.48798384210257195,0.7873080397470641,0.7183333333333334,0.48099730458221024,0.7183333333333334,0.4782635540851346,0.749595491318971,-0.030221805943185714
428,106,49,17,0.1,0.25,0.7416666666666667,0.5177430076187555,0.8137776755126042,0.7416666666666667,0.5295369424582907,0.7416666666666667,0.5132903144772581,0.7733392994520591,0.04578533368109024
433,115,44,8,0.1,0.25,0.735,0.4863987319118474,0.8347214126229312,0.735,0.47199606962380686,0.735,0.46815331010452965,0.7795790940766552,-0.03903275365989761
426,118,51,5,0.1,0.25,0.7183333333333334,0.4668660837551772,0.8135215012527484,0.7183333333333334,0.43618697478991597,0.7183333333333334,0.4451709628527186,0.7618057295855927,-0.09196467653702027
427,113,50,10,0.1,0.25,0.7283333333333334,0.4882395050365598,0.8137904586593036,0.7283333333333334,0.4787037037037037,0.7283333333333334,0.4745071489594919,0.7666811741380144,-0.03165153932007243
438,104,39,19,0.1,0.25,0.7616666666666667,0.5363552692130695,0.8444081403078182,0.7616666666666667,0.5678521440386818,0.7616666666666667,0.5348055454648962,0.7968599193590653,0.09933343773795898
435,101,42,22,0.1,0.25,0.7616666666666667,0.5454057370762387,0.8337536431968093,0.7616666666666667,0.5776585820895522,0.7616666666666667,0.5470646303931247,0.7923241004200299,0.11876270727920793
435,105,42,18,0.1,0.25,0.755,0.5291455744746126,0.8353888633225954,0.755,0.5527777777777778,0.755,0.5260892693070265,0.7895836355723197,0.07844077135844037
437,97,40,26,0.1,0.25,0.7716666666666666,0.5637623357365649,0.8386189088305978,0.7716666666666666,0.6061457269322438,0.7716666666666666,0.569811439247641,0.7996611872576265,0.1645369195974626
425,99,52,24,0.1,0.25,0.7483333333333333,0.5430536380835507,0.8028426309420327,0.7483333333333333,0.5634290879871434,0.7483333333333333,0.5451784396508014,0.772144505410837,0.10451512805652899
420,98,57,25,0.1,0.25,0.7416666666666667,0.5418775885872067,0.7879454926624738,0.7416666666666667,0.5578444297956493,0.7416666666666667,0.5440617722760143,0.7621775544388611,0.09843546582495068
426,104,51,19,0.1,0.25,0.7416666666666667,0.5237766528608683,0.8069105691056911,0.7416666666666667,0.5376010781671159,0.7416666666666667,0.5214843247526383,0.7703390600854468,0.059800594738644075
436,94,41,29,0.1,0.25,0.775,0.5749092396584343,0.834914182475158,0.775,0.6184636118598383,0.775,0.583228282849072,0.7999727297518407,0.1884040242841152
431,103,46,20,0.1,0.25,0.7516666666666667,0.5330827836580252,0.822058086618602,0.7516666666666667,0.5550732039496085,0.7516666666666667,0.5321306894007191,0.7821132620539148,0.08536919565321435
435,105,42,18,0.1,0.25,0.755,0.5291455744746126,0.8353888633225954,0.755,0.5527777777777778,0.755,0.5260892693070265,0.7895836355723197,0.07844077135844037
434,106,43,17,0.1,0.25,0.7516666666666667,0.5240323157948561,0.832689062739684,0.7516666666666667,0.5435185185185185,0.7516666666666667,0.5196415042635847,0.7867208278930317,0.06467923252362627
429,107,48,16,0.1,0.25,0.7416666666666667,0.5147261849976991,0.8173134938896558,0.7416666666666667,0.5251865671641791,0.7416666666666667,0.5090560679086316,0.7748967522035287,0.03851763479325663
433,111,44,12,0.1,0.25,0.7416666666666667,0.5026588945134735,0.8321385352218301,0.7416666666666667,0.5051207983193277,0.7416666666666667,0.49113313161048155,0.7815377993240643,0.007379881450501627
