_feat_fr_NH1,_feat_acceptorcount,_feat_Refractivity,_feat_CyclomaticNumber,_feat_MaximalProjectionRadius,_feat_LargestRingSize,_feat_SmallestRingSize,_feat_LengthPerpendicularToTheMaxArea,_feat_molsurfaceareaASAp,_feat_LengthPerpendicularToTheMinArea,_feat_donorcount,_feat_ProtPolarSurfaceArea,_feat_minimalprojectionsize,_feat_MolPol,_feat_RotatableBondCount,_feat_HeteroaromaticRing Count,_feat_ChainAtomCount,_feat_CarboaromaticRingCount,_feat_PolarSurfaceArea,_feat_ASA_P,_feat_Accsitecount,_feat_fr_Imine,_feat_AromaticAtomCount,_feat_fr_guanido,_feat_CarboaliphaticRingCount,_feat_VanderWaalsVolume,_feat_maximalprojectionsize,_feat_msareaVDWp,_feat_Protpsa,_feat_WienerIndex,_feat_fr_quatN,_feat_Hacceptorcount,_rxn_reactiontimeS,_feat_fr_amidine,_feat_fr_dihydropyridine,_feat_AtomCount_C,_rxn_M_inorganic,_feat_ASA,_feat_BondCount,_feat_WienerPolarity,_feat_RingAtomCount,_feat_BalabanIndex,_feat_AromaticRingCount,_feat_donsitecount,_rxn_stirrateRPM,_feat_HeteroaliphaticRingCount,_feat_CarboRingCount,_feat_fr_Ar_NH,_feat_Aliphatic AtomCount,_feat_MinimalProjectionArea,_feat_Hdonorcount,_rxn_mixingtime2S,_rxn_mixingtime1S,_feat_msareaASAp,_feat_MaximalProjectionArea,_rxn_organic-inchikey,_out_crystalscore,_feat_ASA-,_feat_AtomCount_N,_feat_MinimalProjectionRadius,_feat_fr_piperzine,_feat_ChiralCenterCount,_feat_VanderWaalsSurfaceArea,_feat_AliphaticRingCount,_feat_ASA_H,_feat_HyperWienerIndex,_feat_ASA+,_feat_fr_pyridine,_feat_fr_ArN,_feat_AvgPol,_feat_fr_NH0,_feat_fr_piperdine,_feat_molsurfaceareaVDWp,_rxn_M_acid,_rxn_M_organic,_rxn_temperatureC_actual_bulk,_feat_fr_NH2
0,0,34.96,0,3.96,0,0,5.27,189.82,7.79,1,27.64,7.79,9.57,1,0,5,0,27.64,42.54,0,0,0,0,0,93.65,5.27,172.19,27.64,18,1,0,12600.0,0,0,4,0.3932544870958261,248.05,16,2,0,2.54,0,3,750.0,0,0,0,5,22.47,1,1200.0,900.0,189.82,34.13,FCTHQYIDLRRROX-UHFFFAOYSA-N,1,58.23,1,3.12,0,0,172.19,0,205.51,28,189.82,0,0,9.83,0,0,172.19,1.9632928605337905,2.039431538128522,95.0,0
0,0,30.38,0,3.36,0,0,5.24,167.58,6.58,1,27.64,6.58,7.73,0,0,4,0,27.64,42.08,0,0,0,0,0,76.57,5.24,141.67,27.64,9,1,0,12600.0,0,0,3,1.2898840681815409,227.06,13,0,0,2.32,0,3,750.0,0,0,0,4,21.99,1,1200.0,900.0,167.58,28.47,VMLAEGAAHIIWJX-UHFFFAOYSA-N,1,59.48,1,3.16,0,0,141.67,0,184.98,12,167.58,0,0,7.93,0,0,141.67,3.576725574640278,1.7713905587670375,95.0,0
0,0,51.8,1,5.39,6,6,5.23,177.72,10.59,1,27.64,10.59,14.75,2,0,6,1,27.64,149.38,0,0,6,0,0,145.09,5.23,236.68,27.64,201,1,0,12600.0,0,0,8,0.3300235797301252,326.91,21,15,6,2.36,1,3,750.0,0,1,0,6,27.16,1,1200.0,900.0,177.72,50.8,SQXJHWOXNLTOOO-UHFFFAOYSA-N,1,149.19,1,3.52,0,0,236.68,0,177.53,496,177.72,0,0,15.12,0,0,236.68,5.936997610254183,1.000771163870685,95.0,0
0,0,34.96,0,3.96,0,0,5.27,189.82,7.79,1,27.64,7.79,9.57,1,0,5,0,27.64,42.54,0,0,0,0,0,93.65,5.27,172.19,27.64,18,1,0,12600.0,0,0,4,0.3792096839852609,248.05,16,2,0,2.54,0,3,750.0,0,0,0,5,22.47,1,1200.0,900.0,189.82,34.13,FCTHQYIDLRRROX-UHFFFAOYSA-N,1,58.23,1,3.12,0,0,172.19,0,205.51,28,189.82,0,0,9.83,0,0,172.19,2.839762887557804,0.8050307793781617,95.0,0
1,0,64.61,0,5.42,0,0,6.0,285.85,10.69,2,32.08,10.69,16.56,5,0,9,0,32.08,54.74,0,0,0,0,0,160.34,6.0,294.02,32.08,104,2,0,12600.0,0,0,7,0.19526472101949927,359.43,28,8,0,3.09,0,4,750.0,0,0,0,9,34.16,2,1200.0,900.0,285.85,55.8,NXRUEVJQMBGVAT-UHFFFAOYSA-N,1,73.58,2,4.32,0,0,294.02,0,304.69,242,285.85,0,0,17.53,0,0,294.02,4.55876602215946,0.8662420688154729,95.0,0
1,0,64.61,0,5.42,0,0,6.0,285.85,10.69,2,32.08,10.69,16.56,5,0,9,0,32.08,54.74,0,0,0,0,0,160.34,6.0,294.02,32.08,104,2,0,12600.0,0,0,7,0.7241856643635801,359.43,28,8,0,3.09,0,4,750.0,0,0,0,9,34.16,2,1200.0,900.0,285.85,55.8,NXRUEVJQMBGVAT-UHFFFAOYSA-N,1,73.58,2,4.32,0,0,294.02,0,304.69,242,285.85,0,0,17.53,0,0,294.02,4.134694764284163,0.6785932909329627,95.0,0
0,0,30.48,0,3.94,0,0,5.19,177.81,7.6,1,27.64,7.6,7.73,1,0,4,0,27.64,49.49,0,0,0,0,0,76.51,5.19,142.9,27.64,10,1,0,12600.0,0,0,3,0.4500474610750497,243.38,13,1,0,1.97,0,3,750.0,0,0,0,4,18.32,1,1200.0,900.0,177.81,28.68,GIAPQOZCVIEHNY-UHFFFAOYSA-N,1,65.57,1,2.71,0,0,142.9,0,193.89,15,177.81,0,0,8.03,0,0,142.9,7.599707813207475,0.8549684354049885,95.0,0
0,2,26.66,0,3.14,0,0,3.59,120.89,6.29,3,77.63,6.29,5.89,0,0,4,0,77.63,115.82,2,0,0,1,0,57.06,3.59,95.68,77.63,9,0,2,12600.0,0,0,1,0.3890598384045338,185.35,9,0,0,2.32,0,6,750.0,0,0,0,4,15.91,3,1200.0,900.0,120.89,25.66,UUDRLGYROXTISK-UHFFFAOYSA-N,1,64.46,3,3.01,0,0,95.68,0,69.53,12,120.89,0,0,5.94,0,0,95.68,3.5767255746402795,1.7152579050050982,95.0,3
0,0,41.21,1,4.29,6,6,3.97,223.51,8.57,1,27.64,8.57,11.42,0,0,2,1,27.64,84.41,0,0,6,0,0,101.09,3.97,163.01,27.64,62,1,0,12600.0,0,0,6,0.1580635570341332,256.13,15,7,6,2.19,1,3,750.0,0,1,0,2,20.46,1,1200.0,900.0,223.51,40.17,FJFIJIDZQADKEE-UHFFFAOYSA-N,1,32.62,1,3.35,0,0,163.01,0,171.72,115,223.51,0,0,10.83,0,0,163.01,8.834817872402056,0.9138325308252508,95.0,0
0,0,30.38,0,3.36,0,0,5.24,167.58,6.58,1,27.64,6.58,7.73,0,0,4,0,27.64,42.08,0,0,0,0,0,76.57,5.24,141.67,27.64,9,1,0,12600.0,0,0,3,0.4182842203389181,227.06,13,0,0,2.32,0,3,750.0,0,0,0,4,21.99,1,1200.0,900.0,167.58,28.47,VMLAEGAAHIIWJX-UHFFFAOYSA-N,1,59.48,1,3.16,0,0,141.67,0,184.98,12,167.58,0,0,7.93,0,0,141.67,4.815048038477716,0.7952139072841121,95.0,0
0,0,30.48,0,3.94,0,0,5.19,177.81,7.6,1,27.64,7.6,7.73,1,0,4,0,27.64,49.49,0,0,0,0,0,76.51,5.19,142.9,27.64,10,1,0,12600.0,0,0,3,0.8487148238823908,243.38,13,1,0,1.97,0,3,750.0,0,0,0,4,18.32,1,1200.0,900.0,177.81,28.68,GIAPQOZCVIEHNY-UHFFFAOYSA-N,1,65.57,1,2.71,0,0,142.9,0,193.89,15,177.81,0,0,8.03,0,0,142.9,0.5300890723441235,1.1425294718917287,95.0,0
0,0,45.82,1,4.68,6,6,5.0,196.91,9.2,1,27.64,9.2,13.66,1,0,2,1,27.64,45.88,0,0,6,0,0,113.17,5.0,186.95,27.64,64,1,0,12600.0,0,0,7,0.3162157071959857,272.92,18,7,6,2.13,1,3,750.0,0,1,0,2,24.65,1,1200.0,900.0,196.91,42.12,PPCHYMCMRUGLHR-UHFFFAOYSA-N,1,76.01,1,3.52,0,0,186.95,0,227.04,122,196.91,0,0,12.63,0,0,186.95,4.087975049433496,1.2011348943198914,95.0,0
0,0,35.09,0,4.57,0,0,5.42,202.99,9.15,1,27.64,9.15,9.57,2,0,5,0,27.64,48.89,0,0,0,0,0,93.45,5.42,173.44,27.64,20,1,0,12600.0,0,0,4,0.2440185125202102,273.98,16,2,0,2.19,0,3,750.0,0,0,0,5,18.77,1,1200.0,900.0,202.99,34.38,CALQKRVFTWDYDG-UHFFFAOYSA-N,1,70.99,1,2.69,0,0,173.44,0,225.09,35,202.99,0,0,10.0,0,0,173.44,4.822941559852271,0.5428381483715464,95.0,0
0,0,40.99,1,4.01,6,6,3.87,179.39,8.0,1,27.64,8.0,11.79,0,0,1,1,27.64,51.71,0,0,6,0,0,96.22,3.87,155.97,27.64,42,1,0,12600.0,0,0,6,0.11048780663374336,249.23,15,5,6,1.82,1,3,750.0,0,1,0,1,20.14,1,1200.0,900.0,179.39,38.57,KFQARYBEAKAXIC-UHFFFAOYSA-N,1,69.84,1,3.4,0,0,155.97,0,197.52,71,179.39,0,0,10.73,0,0,155.97,10.31610470130779,0.6469800289056754,95.0,0
0,0,40.99,1,4.01,6,6,3.87,179.39,8.0,1,27.64,8.0,11.79,0,0,1,1,27.64,51.71,0,0,6,0,0,96.22,3.87,155.97,27.64,42,1,0,12600.0,0,0,6,0.2256850638838249,249.23,15,5,6,1.82,1,3,750.0,0,1,0,1,20.14,1,1200.0,900.0,179.39,38.57,KFQARYBEAKAXIC-UHFFFAOYSA-N,1,69.84,1,3.4,0,0,155.97,0,197.52,71,179.39,0,0,10.73,0,0,155.97,3.8396793972612566,0.552660443267799,95.0,0
0,0,39.63,0,4.6,0,0,5.3,215.08,9.19,1,27.64,9.19,11.42,2,0,6,0,27.64,48.24,0,0,0,0,0,110.65,5.3,203.2,27.64,32,1,0,12600.0,0,0,5,0.8091446395167045,282.67,19,3,0,2.63,0,3,750.0,0,0,0,6,22.8,1,1200.0,900.0,215.08,39.83,UZHWWTHDRVLCJU-UHFFFAOYSA-N,1,67.59,1,3.18,0,0,203.2,0,234.42,58,215.08,0,0,11.82,0,0,203.2,8.834817872402056,1.1574411949179304,95.0,0
0,0,30.48,0,3.94,0,0,5.19,177.81,7.6,1,27.64,7.6,7.73,1,0,4,0,27.64,49.49,0,0,0,0,0,76.51,5.19,142.9,27.64,10,1,0,12600.0,0,0,3,0.4492340777454327,243.38,13,1,0,1.97,0,3,750.0,0,0,0,4,18.32,1,1200.0,900.0,177.81,28.68,GIAPQOZCVIEHNY-UHFFFAOYSA-N,1,65.57,1,2.71,0,0,142.9,0,193.89,15,177.81,0,0,8.03,0,0,142.9,4.004917439611798,1.9530878938292853,95.0,0
0,0,30.48,0,3.94,0,0,5.19,177.81,7.6,1,27.64,7.6,7.73,1,0,4,0,27.64,49.49,0,0,0,0,0,76.51,5.19,142.9,27.64,10,1,0,12600.0,0,0,3,0.2862247411212186,243.38,13,1,0,1.97,0,3,750.0,0,0,0,4,18.32,1,1200.0,900.0,177.81,28.68,GIAPQOZCVIEHNY-UHFFFAOYSA-N,1,65.57,1,2.71,0,0,142.9,0,193.89,15,177.81,0,0,8.03,0,0,142.9,7.015884781025162,0.7406118010653476,95.0,0
0,0,30.48,0,3.94,0,0,5.19,177.81,7.6,1,27.64,7.6,7.73,1,0,4,0,27.64,49.49,0,0,0,0,0,76.51,5.19,142.9,27.64,10,1,0,12600.0,0,0,3,0.08480733070258327,243.38,13,1,0,1.97,0,3,750.0,0,0,0,4,18.32,1,1200.0,900.0,177.81,28.68,GIAPQOZCVIEHNY-UHFFFAOYSA-N,1,65.57,1,2.71,0,0,142.9,0,193.89,15,177.81,0,0,8.03,0,0,142.9,8.834817872402056,0.29496882399482083,95.0,0
0,0,46.96,1,4.78,6,6,5.66,213.57,9.33,1,27.64,9.33,14.37,1,0,2,0,27.64,41.18,0,0,0,0,1,133.35,5.66,233.86,27.64,64,1,0,12600.0,0,0,7,0.5285520530858671,265.92,24,7,6,2.13,0,3,750.0,0,1,0,8,28.32,1,1200.0,900.0,213.57,45.68,ZEVRFFCPALTVDN-UHFFFAOYSA-N,1,52.34,1,3.7,0,0,233.86,1,224.73,122,213.57,0,0,14.74,0,0,233.86,3.664944488150753,0.6285329633342472,95.0,0
0,0,44.29,0,5.85,0,0,5.92,246.47,11.69,1,27.64,11.69,13.27,4,0,7,0,27.64,42.47,0,0,0,0,0,127.43,5.92,234.33,27.64,56,1,0,12600.0,0,0,6,0.257489357204303,328.43,22,4,0,2.45,0,3,750.0,0,0,0,7,20.7,1,1200.0,900.0,246.47,45.87,VNAAUNTYIONOHR-UHFFFAOYSA-N,1,81.96,1,2.89,0,0,234.33,0,285.95,126,246.47,0,0,14.07,0,0,234.33,10.866825983054529,0.5400849970291748,95.0,0
0,0,45.82,1,4.68,6,6,5.0,196.91,9.2,1,27.64,9.2,13.66,1,0,2,1,27.64,45.88,0,0,6,0,0,113.17,5.0,186.95,27.64,64,1,0,12600.0,0,0,7,0.520320047355625,272.92,18,7,6,2.13,1,3,750.0,0,1,0,2,24.65,1,1200.0,900.0,196.91,42.12,PPCHYMCMRUGLHR-UHFFFAOYSA-N,1,76.01,1,3.52,0,0,186.95,0,227.04,122,196.91,0,0,12.63,0,0,186.95,0.0,0.6940493065450312,95.0,0
0,0,35.02,0,3.38,0,0,5.96,175.03,5.77,1,27.64,5.77,9.57,0,0,5,0,27.64,34.38,0,0,0,0,0,93.72,5.96,177.46,27.64,16,1,0,12600.0,0,0,4,0.31509594338777464,241.69,16,0,0,3.02,0,3,750.0,0,0,0,5,25.82,1,1200.0,900.0,175.03,29.4,NLJDBTZLVTWXRG-UHFFFAOYSA-N,1,66.66,1,3.36,0,0,177.46,0,207.3,22,175.03,0,0,9.73,0,0,177.46,1.5372583097979582,0.6844168221661505,95.0,0
0,1,57.04,1,6.03,6,6,6.17,293.82,12.05,1,36.87,12.05,17.92,3,0,5,1,36.87,67.01,2,0,6,0,0,156.29,6.17,265.89,36.87,170,1,1,12600.0,0,0,9,0.2428333415303111,370.82,25,12,6,1.94,1,3,750.0,0,1,0,5,28.03,1,1200.0,900.0,293.82,53.7,QNNYEDWTOZODAS-UHFFFAOYSA-N,1,77.0,1,3.45,0,0,265.89,0,303.81,432,293.82,0,0,17.7,0,0,265.89,8.02038576392411,0.8330552179263832,95.0,0
0,0,30.48,0,3.94,0,0,5.19,177.81,7.6,1,27.64,7.6,7.73,1,0,4,0,27.64,49.49,0,0,0,0,0,76.51,5.19,142.9,27.64,10,1,0,12600.0,0,0,3,0.13399790282008714,243.38,13,1,0,1.97,0,3,750.0,0,0,0,4,18.32,1,1200.0,900.0,177.81,28.68,GIAPQOZCVIEHNY-UHFFFAOYSA-N,1,65.57,1,2.71,0,0,142.9,0,193.89,15,177.81,0,0,8.03,0,0,142.9,8.375552374247093,0.3798320113766309,95.0,0
0,2,26.66,0,3.14,0,0,3.59,120.89,6.29,3,77.63,6.29,5.89,0,0,4,0,77.63,115.82,2,0,0,1,0,57.06,3.59,95.68,77.63,9,0,2,12600.0,0,0,1,0.4698404932610143,185.35,9,0,0,2.32,0,6,750.0,0,0,0,4,15.91,3,1200.0,900.0,120.89,25.66,UUDRLGYROXTISK-UHFFFAOYSA-N,1,64.46,3,3.01,0,0,95.68,0,69.53,12,120.89,0,0,5.94,0,0,95.68,6.92952480095346,1.7463477516919634,95.0,3
0,0,71.89,0,9.65,0,0,7.19,398.73,19.06,1,27.64,19.06,24.35,10,0,13,0,27.64,42.78,0,0,0,0,0,229.29,7.19,417.97,27.64,364,1,0,12600.0,0,0,12,0.2090503297725471,524.51,40,10,0,2.76,0,3,750.0,0,0,0,13,32.95,1,1200.0,900.0,398.73,80.65,PXWSKGXEHZHFJA-UHFFFAOYSA-N,1,125.78,1,4.07,0,0,417.97,0,481.73,1365,398.73,0,0,26.67,0,0,417.97,7.760144128375781,0.5001696375095918,95.0,0
0,0,30.38,0,3.36,0,0,5.24,167.58,6.58,1,27.64,6.58,7.73,0,0,4,0,27.64,42.08,0,0,0,0,0,76.57,5.24,141.67,27.64,9,1,0,12600.0,0,0,3,0.32816544450085605,227.06,13,0,0,2.32,0,3,750.0,0,0,0,4,21.99,1,1200.0,900.0,167.58,28.47,VMLAEGAAHIIWJX-UHFFFAOYSA-N,1,59.48,1,3.16,0,0,141.67,0,184.98,12,167.58,0,0,7.93,0,0,141.67,0.5196951689648268,0.7020874506057033,95.0,0
0,1,47.45,1,5.09,6,6,5.59,244.72,10.11,1,36.87,10.11,14.28,1,0,3,1,36.87,70.65,2,0,6,0,0,122.32,5.59,204.29,36.87,90,1,1,12600.0,0,0,7,0.062295323081376176,312.97,19,9,6,1.94,1,3,750.0,0,1,0,3,24.08,1,1200.0,900.0,244.72,45.96,QRFXELVDJSDWHX-UHFFFAOYSA-N,1,68.26,1,3.45,0,0,204.29,0,242.32,187,244.72,0,0,13.7,0,0,204.29,11.131870519226592,0.8631400615099251,95.0,0
0,0,51.8,1,5.39,6,6,5.23,177.72,10.59,1,27.64,10.59,14.75,2,0,6,1,27.64,149.38,0,0,6,0,0,145.09,5.23,236.68,27.64,201,1,0,12600.0,0,0,8,0.2509554304197827,326.91,21,15,6,2.36,1,3,750.0,0,1,0,6,27.16,1,1200.0,900.0,177.72,50.8,SQXJHWOXNLTOOO-UHFFFAOYSA-N,1,149.19,1,3.52,0,0,236.68,0,177.53,496,177.72,0,0,15.12,0,0,236.68,11.608950684336305,1.0977919542975587,95.0,0
0,0,39.63,0,4.6,0,0,5.3,215.08,9.19,1,27.64,9.19,11.42,2,0,6,0,27.64,48.24,0,0,0,0,0,110.65,5.3,203.2,27.64,32,1,0,12600.0,0,0,5,0.4661246815531975,282.67,19,3,0,2.63,0,3,750.0,0,0,0,6,22.8,1,1200.0,900.0,215.08,39.83,UZHWWTHDRVLCJU-UHFFFAOYSA-N,1,67.59,1,3.18,0,0,203.2,0,234.42,58,215.08,0,0,11.82,0,0,203.2,6.929524800953459,1.1945007169459847,95.0,0
0,0,50.58,1,5.03,6,6,5.96,218.15,10.13,1,27.64,10.13,15.43,2,0,3,1,27.64,48.41,0,0,6,0,0,130.2,5.96,217.67,27.64,94,1,0,12600.0,0,0,8,0.2474259247187981,304.55,21,8,6,1.85,1,3,750.0,0,1,0,3,24.96,1,1200.0,900.0,218.15,46.76,UPHCENSIMPJEIS-UHFFFAOYSA-N,1,86.4,1,3.37,0,0,217.67,0,256.14,203,218.15,0,0,14.69,0,0,217.67,6.6062151658501875,0.7670484245729497,95.0,0
0,0,46.96,1,4.78,6,6,5.02,189.88,9.5,1,27.64,9.5,12.94,1,0,5,1,27.64,155.76,0,0,6,0,0,128.06,5.02,206.0,27.64,152,1,0,12600.0,0,0,7,0.06399048277161293,302.03,18,13,6,2.18,1,3,750.0,0,1,0,5,23.91,1,1200.0,900.0,189.88,46.91,KOAGKPNEVYEZDU-UHFFFAOYSA-N,1,112.15,1,3.48,0,0,206.0,0,146.27,340,189.88,0,0,13.18,0,0,206.0,6.255051053660655,1.7685651201201382,95.0,0
0,1,47.45,1,5.09,6,6,5.59,244.72,10.11,1,36.87,10.11,14.28,1,0,3,1,36.87,70.65,2,0,6,0,0,122.32,5.59,204.29,36.87,90,1,1,12600.0,0,0,7,0.9184510413337904,312.97,19,9,6,1.94,1,3,750.0,0,1,0,3,24.08,1,1200.0,900.0,244.72,45.96,QRFXELVDJSDWHX-UHFFFAOYSA-N,1,68.26,1,3.45,0,0,204.29,0,242.32,187,244.72,0,0,13.7,0,0,204.29,2.008655449732815,0.9473013623741666,95.0,0
0,0,30.48,0,3.94,0,0,5.19,177.81,7.6,1,27.64,7.6,7.73,1,0,4,0,27.64,49.49,0,0,0,0,0,76.51,5.19,142.9,27.64,10,1,0,12600.0,0,0,3,0.8529926723297242,243.38,13,1,0,1.97,0,3,750.0,0,0,0,4,18.32,1,1200.0,900.0,177.81,28.68,GIAPQOZCVIEHNY-UHFFFAOYSA-N,1,65.57,1,2.71,0,0,142.9,0,193.89,15,177.81,0,0,8.03,0,0,142.9,0.7967270626414681,1.1473695337766128,95.0,0
0,0,35.02,0,3.38,0,0,5.96,175.03,5.77,1,27.64,5.77,9.57,0,0,5,0,27.64,34.38,0,0,0,0,0,93.72,5.96,177.46,27.64,16,1,0,12600.0,0,0,4,0.6211428166882178,241.69,16,0,0,3.02,0,3,750.0,0,0,0,5,25.82,1,1200.0,900.0,175.03,29.4,NLJDBTZLVTWXRG-UHFFFAOYSA-N,1,66.66,1,3.36,0,0,177.46,0,207.3,22,175.03,0,0,9.73,0,0,177.46,6.652512262486013,1.620458723670663,95.0,0
1,0,64.61,0,5.42,0,0,6.0,285.85,10.69,2,32.08,10.69,16.56,5,0,9,0,32.08,54.74,0,0,0,0,0,160.34,6.0,294.02,32.08,104,2,0,12600.0,0,0,7,0.09099715154306766,359.43,28,8,0,3.09,0,4,750.0,0,0,0,9,34.16,2,1200.0,900.0,285.85,55.8,NXRUEVJQMBGVAT-UHFFFAOYSA-N,1,73.58,2,4.32,0,0,294.02,0,304.69,242,285.85,0,0,17.53,0,0,294.02,4.505757114925048,1.0464782077650243,95.0,0
0,2,26.66,0,3.14,0,0,3.59,120.89,6.29,3,77.63,6.29,5.89,0,0,4,0,77.63,115.82,2,0,0,1,0,57.06,3.59,95.68,77.63,9,0,2,12600.0,0,0,1,0.7982558852639725,185.35,9,0,0,2.32,0,6,750.0,0,0,0,4,15.91,3,1200.0,900.0,120.89,25.66,UUDRLGYROXTISK-UHFFFAOYSA-N,1,64.46,3,3.01,0,0,95.68,0,69.53,12,120.89,0,0,5.94,0,0,95.68,4.52729473063389,1.214988483185167,95.0,3
0,0,39.35,0,3.96,0,0,6.2,195.11,7.87,1,27.64,7.87,11.42,1,0,6,0,27.64,36.88,0,0,0,0,0,110.9,6.2,207.49,27.64,28,1,0,12600.0,0,0,5,0.4918757671293282,254.69,19,3,0,3.17,0,3,750.0,0,0,0,6,27.08,1,1200.0,900.0,195.11,34.29,CQWGDVVCKBJLNX-UHFFFAOYSA-N,1,59.57,1,3.38,0,0,207.49,0,217.8,44,195.11,0,0,11.59,0,0,207.49,6.725010619291117,1.0690531385696762,95.0,0
0,0,45.82,1,4.68,6,6,5.0,196.91,9.2,1,27.64,9.2,13.66,1,0,2,1,27.64,45.88,0,0,6,0,0,113.17,5.0,186.95,27.64,64,1,0,12600.0,0,0,7,0.4064948748549706,272.92,18,7,6,2.13,1,3,750.0,0,1,0,2,24.65,1,1200.0,900.0,196.91,42.12,PPCHYMCMRUGLHR-UHFFFAOYSA-N,1,76.01,1,3.52,0,0,186.95,0,227.04,122,196.91,0,0,12.63,0,0,186.95,5.09536345791201,1.2875620041659686,95.0,0
0,0,30.38,0,3.36,0,0,5.24,167.58,6.58,1,27.64,6.58,7.73,0,0,4,0,27.64,42.08,0,0,0,0,0,76.57,5.24,141.67,27.64,9,1,0,12600.0,0,0,3,0.7394999597891868,227.06,13,0,0,2.32,0,3,750.0,0,0,0,4,21.99,1,1200.0,900.0,167.58,28.47,VMLAEGAAHIIWJX-UHFFFAOYSA-N,1,59.48,1,3.16,0,0,141.67,0,184.98,12,167.58,0,0,7.93,0,0,141.67,7.270452443616787,1.4885948121567898,95.0,0
0,0,30.38,0,3.36,0,0,5.24,167.58,6.58,1,27.64,6.58,7.73,0,0,4,0,27.64,42.08,0,0,0,0,0,76.57,5.24,141.67,27.64,9,1,0,12600.0,0,0,3,0.6738046709516067,227.06,13,0,0,2.32,0,3,750.0,0,0,0,4,21.99,1,1200.0,900.0,167.58,28.47,VMLAEGAAHIIWJX-UHFFFAOYSA-N,1,59.48,1,3.16,0,0,141.67,0,184.98,12,167.58,0,0,7.93,0,0,141.67,8.834817872402056,1.3681020095466494,95.0,0
0,0,40.99,1,4.01,6,6,3.87,179.39,8.0,1,27.64,8.0,11.79,0,0,1,1,27.64,51.71,0,0,6,0,0,96.22,3.87,155.97,27.64,42,1,0,12600.0,0,0,6,0.008757682384269397,249.23,15,5,6,1.82,1,3,750.0,0,1,0,1,20.14,1,1200.0,900.0,179.39,38.57,KFQARYBEAKAXIC-UHFFFAOYSA-N,1,69.84,1,3.4,0,0,155.97,0,197.52,71,179.39,0,0,10.73,0,0,155.97,0.6373816501131744,0.1836038377133027,95.0,0
0,0,34.96,0,3.96,0,0,5.27,189.82,7.79,1,27.64,7.79,9.57,1,0,5,0,27.64,42.54,0,0,0,0,0,93.65,5.27,172.19,27.64,18,1,0,12600.0,0,0,4,0.17575228675337926,248.05,16,2,0,2.54,0,3,750.0,0,0,0,5,22.47,1,1200.0,900.0,189.82,34.13,FCTHQYIDLRRROX-UHFFFAOYSA-N,1,58.23,1,3.12,0,0,172.19,0,205.51,28,189.82,0,0,9.83,0,0,172.19,7.9698706681109455,0.28445783967671906,95.0,0
0,0,30.48,0,3.94,0,0,5.19,177.81,7.6,1,27.64,7.6,7.73,1,0,4,0,27.64,49.49,0,0,0,0,0,76.51,5.19,142.9,27.64,10,1,0,12600.0,0,0,3,0.08480733070258327,243.38,13,1,0,1.97,0,3,750.0,0,0,0,4,18.32,1,1200.0,900.0,177.81,28.68,GIAPQOZCVIEHNY-UHFFFAOYSA-N,1,65.57,1,2.71,0,0,142.9,0,193.89,15,177.81,0,0,8.03,0,0,142.9,8.834817872402056,0.29496882399482083,95.0,0
0,0,35.61,0,4.54,0,0,5.73,206.64,9.15,1,16.61,9.15,9.57,2,0,5,0,16.61,19.64,0,0,0,0,0,93.95,5.73,177.5,16.61,20,1,0,12600.0,0,0,4,0.05897845004171062,287.17,16,2,0,2.19,0,2,750.0,0,0,0,5,19.22,1,1200.0,900.0,206.64,34.28,YYMLRIWBISZOMT-UHFFFAOYSA-N,1,80.53,1,2.8,0,0,177.5,0,267.53,35,206.64,0,0,10.0,0,0,177.5,3.0745166195959164,1.5199279262718974,95.0,1
0,0,39.35,0,3.96,0,0,6.2,195.11,7.87,1,27.64,7.87,11.42,1,0,6,0,27.64,36.88,0,0,0,0,0,110.9,6.2,207.49,27.64,28,1,0,12600.0,0,0,5,0.6155514269678807,254.69,19,3,0,3.17,0,3,750.0,0,0,0,6,27.08,1,1200.0,900.0,195.11,34.29,CQWGDVVCKBJLNX-UHFFFAOYSA-N,1,59.57,1,3.38,0,0,207.49,0,217.8,44,195.11,0,0,11.59,0,0,207.49,3.6557867058215407,0.6389101682727757,95.0,0
0,0,39.35,0,3.96,0,0,6.2,195.11,7.87,1,27.64,7.87,11.42,1,0,6,0,27.64,36.88,0,0,0,0,0,110.9,6.2,207.49,27.64,28,1,0,12600.0,0,0,5,0.3183170063551213,254.69,19,3,0,3.17,0,3,750.0,0,0,0,6,27.08,1,1200.0,900.0,195.11,34.29,CQWGDVVCKBJLNX-UHFFFAOYSA-N,1,59.57,1,3.38,0,0,207.49,0,217.8,44,195.11,0,0,11.59,0,0,207.49,3.966652922302965,0.6964003243379299,95.0,0
0,0,35.09,0,4.57,0,0,5.42,202.99,9.15,1,27.64,9.15,9.57,2,0,5,0,27.64,48.89,0,0,0,0,0,93.45,5.42,173.44,27.64,20,1,0,12600.0,0,0,4,0.4205530815680494,273.98,16,2,0,2.19,0,3,750.0,0,0,0,5,18.77,1,1200.0,900.0,202.99,34.38,CALQKRVFTWDYDG-UHFFFAOYSA-N,1,70.99,1,2.69,0,0,173.44,0,225.09,35,202.99,0,0,10.0,0,0,173.44,3.966652922302964,0.7687521621102155,95.0,0
