_feat_fr_NH1,_feat_acceptorcount,_feat_Refractivity,_feat_CyclomaticNumber,_feat_MaximalProjectionRadius,_feat_LargestRingSize,_feat_SmallestRingSize,_feat_LengthPerpendicularToTheMaxArea,_feat_molsurfaceareaASAp,_feat_LengthPerpendicularToTheMinArea,_feat_donorcount,_feat_ProtPolarSurfaceArea,_feat_minimalprojectionsize,_feat_MolPol,_feat_RotatableBondCount,_feat_HeteroaromaticRing Count,_feat_ChainAtomCount,_feat_CarboaromaticRingCount,_feat_PolarSurfaceArea,_feat_ASA_P,_feat_Accsitecount,_feat_fr_Imine,_feat_AromaticAtomCount,_feat_fr_guanido,_feat_CarboaliphaticRingCount,_feat_VanderWaalsVolume,_feat_maximalprojectionsize,_feat_msareaVDWp,_feat_Protpsa,_feat_WienerIndex,_feat_fr_quatN,_feat_Hacceptorcount,_rxn_reactiontimeS,_feat_fr_amidine,_feat_fr_dihydropyridine,_feat_AtomCount_C,_rxn_M_inorganic,_feat_ASA,_feat_BondCount,_feat_WienerPolarity,_feat_RingAtomCount,_feat_BalabanIndex,_feat_AromaticRingCount,_feat_donsitecount,_rxn_stirrateRPM,_feat_HeteroaliphaticRingCount,_feat_CarboRingCount,_feat_fr_Ar_NH,_feat_Aliphatic AtomCount,_feat_MinimalProjectionArea,_feat_Hdonorcount,_rxn_mixingtime2S,_rxn_mixingtime1S,_feat_msareaASAp,_feat_MaximalProjectionArea,_rxn_organic-inchikey,_out_crystalscore,_feat_ASA-,_feat_AtomCount_N,_feat_MinimalProjectionRadius,_feat_fr_piperzine,_feat_ChiralCenterCount,_feat_VanderWaalsSurfaceArea,_feat_AliphaticRingCount,_feat_ASA_H,_feat_HyperWienerIndex,_feat_ASA+,_feat_fr_pyridine,_feat_fr_ArN,_feat_AvgPol,_feat_fr_NH0,_feat_fr_piperdine,_feat_molsurfaceareaVDWp,_rxn_M_acid,_rxn_M_organic,_rxn_temperatureC_actual_bulk,_feat_fr_NH2
0,0,53.17,0,4.64,0,0,6.06,239.21,9.14,1,27.64,9.14,16.96,2,0,9,0,27.64,21.36,0,0,0,0,0,162.42,6.06,301.19,27.64,88,1,0,12600.0,0,0,8,0.5599695534696949,304.39,28,6,0,3.75,0,3,750.0,0,0,0,9,31.48,1,1200.0,900.0,239.21,45.62,UXYJHTKQEFCXBJ-UHFFFAOYSA-N,2,65.18,1,3.39,0,0,301.19,0,283.03,173,239.21,0,0,17.19,0,0,301.19,8.834817872402056,0.8571740790402814,95.0,0
0,0,53.17,0,4.64,0,0,6.06,239.21,9.14,1,27.64,9.14,16.96,2,0,9,0,27.64,21.36,0,0,0,0,0,162.42,6.06,301.19,27.64,88,1,0,12600.0,0,0,8,0.29339722112933125,304.39,28,6,0,3.75,0,3,750.0,0,0,0,9,31.48,1,1200.0,900.0,239.21,45.62,UXYJHTKQEFCXBJ-UHFFFAOYSA-N,2,65.18,1,3.39,0,0,301.19,0,283.03,173,239.21,0,0,17.19,0,0,301.19,13.649000066345696,0.4046605334305993,95.0,0
0,0,39.35,0,3.96,0,0,6.2,195.11,7.87,1,27.64,7.87,11.42,1,0,6,0,27.64,36.88,0,0,0,0,0,110.9,6.2,207.49,27.64,28,1,0,12600.0,0,0,5,0.7155407635813714,254.69,19,3,0,3.17,0,3,750.0,0,0,0,6,27.08,1,1200.0,900.0,195.11,34.29,CQWGDVVCKBJLNX-UHFFFAOYSA-N,2,59.57,1,3.38,0,0,207.49,0,217.8,44,195.11,0,0,11.59,0,0,207.49,6.576293002765441,0.8170741049079996,95.0,0
0,0,50.58,1,5.03,6,6,5.96,218.15,10.13,1,27.64,10.13,15.43,2,0,3,1,27.64,48.41,0,0,6,0,0,130.2,5.96,217.67,27.64,94,1,0,12600.0,0,0,8,0.2298172554480477,304.55,21,8,6,1.85,1,3,750.0,0,1,0,3,24.96,1,1200.0,900.0,218.15,46.76,UPHCENSIMPJEIS-UHFFFAOYSA-N,2,86.4,1,3.37,0,0,217.67,0,256.14,203,218.15,0,0,14.69,0,0,217.67,8.740074517202034,0.3103808311217981,95.0,0
0,0,51.8,1,5.39,6,6,5.23,177.72,10.59,1,27.64,10.59,14.75,2,0,6,1,27.64,149.38,0,0,6,0,0,145.09,5.23,236.68,27.64,201,1,0,12600.0,0,0,8,0.1145915207396268,326.91,21,15,6,2.36,1,3,750.0,0,1,0,6,27.16,1,1200.0,900.0,177.72,50.8,SQXJHWOXNLTOOO-UHFFFAOYSA-N,2,149.19,1,3.52,0,0,236.68,0,177.53,496,177.72,0,0,15.12,0,0,236.68,8.834817872402056,0.27314365593834594,95.0,0
0,0,71.89,0,9.65,0,0,7.19,398.73,19.06,1,27.64,19.06,24.35,10,0,13,0,27.64,42.78,0,0,0,0,0,229.29,7.19,417.97,27.64,364,1,0,12600.0,0,0,12,0.07579414520471323,524.51,40,10,0,2.76,0,3,750.0,0,0,0,13,32.95,1,1200.0,900.0,398.73,80.65,PXWSKGXEHZHFJA-UHFFFAOYSA-N,2,125.78,1,4.07,0,0,417.97,0,481.73,1365,398.73,0,0,26.67,0,0,417.97,8.834817872402056,0.12532677549249147,95.0,0
0,2,26.66,0,3.14,0,0,3.59,120.89,6.29,3,77.63,6.29,5.89,0,0,4,0,77.63,115.82,2,0,0,1,0,57.06,3.59,95.68,77.63,9,0,2,12600.0,0,0,1,1.1351143168352087,185.35,9,0,0,2.32,0,6,750.0,0,0,0,4,15.91,3,1200.0,900.0,120.89,25.66,UUDRLGYROXTISK-UHFFFAOYSA-N,2,64.46,3,3.01,0,0,95.68,0,69.53,12,120.89,0,0,5.94,0,0,95.68,2.4094957833823787,0.6796284658478696,95.0,3
0,0,51.8,1,5.39,6,6,5.23,177.72,10.59,1,27.64,10.59,14.75,2,0,6,1,27.64,149.38,0,0,6,0,0,145.09,5.23,236.68,27.64,201,1,0,12600.0,0,0,8,0.3712765271963908,326.91,21,15,6,2.36,1,3,750.0,0,1,0,6,27.16,1,1200.0,900.0,177.72,50.8,SQXJHWOXNLTOOO-UHFFFAOYSA-N,2,149.19,1,3.52,0,0,236.68,0,177.53,496,177.72,0,0,15.12,0,0,236.68,7.05018466217684,0.4329597496183817,95.0,0
0,0,71.89,0,9.65,0,0,7.19,398.73,19.06,1,27.64,19.06,24.35,10,0,13,0,27.64,42.78,0,0,0,0,0,229.29,7.19,417.97,27.64,364,1,0,12600.0,0,0,12,0.4476457252850197,524.51,40,10,0,2.76,0,3,750.0,0,0,0,13,32.95,1,1200.0,900.0,398.73,80.65,PXWSKGXEHZHFJA-UHFFFAOYSA-N,2,125.78,1,4.07,0,0,417.97,0,481.73,1365,398.73,0,0,26.67,0,0,417.97,14.60125588492795,0.4478530254948505,95.0,0
0,1,30.65,1,3.18,5,5,4.07,172.41,6.06,1,26.0,6.06,7.48,0,0,0,0,28.97,101.96,1,1,0,0,0,62.81,4.07,90.74,26.0,15,1,1,12600.0,0,0,3,0.7552269237564434,163.99,10,0,5,1.67,0,2,750.0,1,0,0,5,17.26,2,1200.0,900.0,172.41,25.56,JBOIAZWJIACNJF-UHFFFAOYSA-N,2,19.26,2,2.91,0,0,89.55,1,62.03,20,144.73,0,0,6.88,1,0,90.74,3.0075975735836784,0.4241006148203889,83.0,1
0,0,50.8,1,5.49,6,6,5.08,207.04,10.8,1,27.64,10.8,15.04,2,0,4,1,27.64,80.92,0,0,6,0,0,135.05,5.08,224.66,27.64,127,1,0,12600.0,0,0,8,0.466301990102397,311.27,21,10,6,2.13,1,3,750.0,0,1,0,4,25.38,1,1200.0,900.0,207.04,48.87,NOHLSFNWSBZSBW-UHFFFAOYSA-N,2,104.23,1,3.37,0,0,224.66,0,230.35,296,207.04,0,0,14.8,0,0,224.66,8.957767624105465,0.6486658528701658,95.0,0
0,0,53.17,0,4.64,0,0,6.06,239.21,9.14,1,27.64,9.14,16.96,2,0,9,0,27.64,21.36,0,0,0,0,0,162.42,6.06,301.19,27.64,88,1,0,12600.0,0,0,8,0.5543698579349979,304.39,28,6,0,3.75,0,3,750.0,0,0,0,9,31.48,1,1200.0,900.0,239.21,45.62,UXYJHTKQEFCXBJ-UHFFFAOYSA-N,2,65.18,1,3.39,0,0,301.19,0,283.03,173,239.21,0,0,17.19,0,0,301.19,11.025852704757767,0.7060534198540799,95.0,0
0,0,46.96,1,4.78,6,6,5.66,213.57,9.33,1,27.64,9.33,14.37,1,0,2,0,27.64,41.18,0,0,0,0,1,133.35,5.66,233.86,27.64,64,1,0,12600.0,0,0,7,0.4042106888733297,265.92,24,7,6,2.13,0,3,750.0,0,1,0,8,28.32,1,1200.0,900.0,213.57,45.68,ZEVRFFCPALTVDN-UHFFFAOYSA-N,2,52.34,1,3.7,0,0,233.86,1,224.73,122,213.57,0,0,14.74,0,0,233.86,8.79947860091245,0.5169512927497386,95.0,0
0,0,50.58,1,5.03,6,6,5.96,218.15,10.13,1,27.64,10.13,15.43,2,0,3,1,27.64,48.41,0,0,6,0,0,130.2,5.96,217.67,27.64,94,1,0,12600.0,0,0,8,0.6975712415497162,304.55,21,8,6,1.85,1,3,750.0,0,1,0,3,24.96,1,1200.0,900.0,218.15,46.76,UPHCENSIMPJEIS-UHFFFAOYSA-N,2,86.4,1,3.37,0,0,217.67,0,256.14,203,218.15,0,0,14.69,0,0,217.67,8.174955956620991,0.5507554640426754,95.0,0
0,0,50.58,1,5.03,6,6,5.96,218.15,10.13,1,27.64,10.13,15.43,2,0,3,1,27.64,48.41,0,0,6,0,0,130.2,5.96,217.67,27.64,94,1,0,12600.0,0,0,8,0.7891794253893248,304.55,21,8,6,1.85,1,3,750.0,0,1,0,3,24.96,1,1200.0,900.0,218.15,46.76,UPHCENSIMPJEIS-UHFFFAOYSA-N,2,86.4,1,3.37,0,0,217.67,0,256.14,203,218.15,0,0,14.69,0,0,217.67,4.380535739738583,0.5188001816213903,95.0,0
0,0,44.44,0,4.49,0,0,6.12,230.8,8.46,1,16.61,8.46,13.27,2,0,7,0,16.61,13.65,0,0,0,0,0,128.14,6.12,236.93,16.61,48,1,0,12600.0,0,0,6,0.6409610577447158,302.2,22,4,0,2.95,0,2,750.0,0,0,0,7,28.74,1,1200.0,900.0,230.8,41.21,PBGZCCFVBVEIAS-UHFFFAOYSA-N,2,71.4,1,3.37,0,0,236.93,0,288.54,91,230.8,0,0,13.62,0,0,236.93,5.1948729089724095,0.7674535315533976,95.0,1
0,0,53.17,0,4.64,0,0,6.06,239.21,9.14,1,27.64,9.14,16.96,2,0,9,0,27.64,21.36,0,0,0,0,0,162.42,6.06,301.19,27.64,88,1,0,12600.0,0,0,8,0.9332825891161584,304.39,28,6,0,3.75,0,3,750.0,0,0,0,9,31.48,1,1200.0,900.0,239.21,45.62,UXYJHTKQEFCXBJ-UHFFFAOYSA-N,2,65.18,1,3.39,0,0,301.19,0,283.03,173,239.21,0,0,17.19,0,0,301.19,8.834817872402056,0.9336619428595018,95.0,0
0,0,50.58,1,5.03,6,6,5.96,218.15,10.13,1,27.64,10.13,15.43,2,0,3,1,27.64,48.41,0,0,6,0,0,130.2,5.96,217.67,27.64,94,1,0,12600.0,0,0,8,0.890418906991452,304.55,21,8,6,1.85,1,3,750.0,0,1,0,3,24.96,1,1200.0,900.0,218.15,46.76,UPHCENSIMPJEIS-UHFFFAOYSA-N,2,86.4,1,3.37,0,0,217.67,0,256.14,203,218.15,0,0,14.69,0,0,217.67,8.692320809943958,0.4845834613264487,95.0,0
0,2,26.66,0,3.14,0,0,3.59,120.89,6.29,3,77.63,6.29,5.89,0,0,4,0,77.63,115.82,2,0,0,1,0,57.06,3.59,95.68,77.63,9,0,2,12600.0,0,0,1,0.8019433982515607,185.35,9,0,0,2.32,0,6,750.0,0,0,0,4,15.91,3,1200.0,900.0,120.89,25.66,UUDRLGYROXTISK-UHFFFAOYSA-N,2,64.46,3,3.01,0,0,95.68,0,69.53,12,120.89,0,0,5.94,0,0,95.68,7.398365470126612,0.4409582076201932,95.0,3
1,1,33.86,0,3.09,0,0,3.88,123.82,5.69,2,51.61,5.69,4.77,0,0,3,0,51.49,143.13,1,0,0,0,0,47.38,3.88,78.12,51.61,4,1,1,12600.0,0,0,1,0.14922516418385534,176.28,7,0,0,1.63,0,4,750.0,0,0,0,3,13.66,2,1200.0,900.0,123.82,19.81,QHJPGANWSLEMTI-UHFFFAOYSA-N,2,29.36,2,2.41,0,0,78.34,0,33.15,5,146.92,0,0,4.78,0,0,78.12,6.394852997171137,0.1160346711602728,105.0,0
0,0,71.89,0,9.65,0,0,7.19,398.73,19.06,1,27.64,19.06,24.35,10,0,13,0,27.64,42.78,0,0,0,0,0,229.29,7.19,417.97,27.64,364,1,0,12600.0,0,0,12,0.07579414520471323,524.51,40,10,0,2.76,0,3,750.0,0,0,0,13,32.95,1,1200.0,900.0,398.73,80.65,PXWSKGXEHZHFJA-UHFFFAOYSA-N,2,125.78,1,4.07,0,0,417.97,0,481.73,1365,398.73,0,0,26.67,0,0,417.97,8.834817872402056,0.12532677549249147,95.0,0
0,0,50.8,1,5.49,6,6,5.08,207.04,10.8,1,27.64,10.8,15.04,2,0,4,1,27.64,80.92,0,0,6,0,0,135.05,5.08,224.66,27.64,127,1,0,12600.0,0,0,8,0.12357954464563775,311.27,21,10,6,2.13,1,3,750.0,0,1,0,4,25.38,1,1200.0,900.0,207.04,48.87,NOHLSFNWSBZSBW-UHFFFAOYSA-N,2,104.23,1,3.37,0,0,224.66,0,230.35,296,207.04,0,0,14.8,0,0,224.66,8.834817872402056,0.213109133122578,95.0,0
0,0,71.89,0,9.65,0,0,7.19,398.73,19.06,1,27.64,19.06,24.35,10,0,13,0,27.64,42.78,0,0,0,0,0,229.29,7.19,417.97,27.64,364,1,0,12600.0,0,0,12,0.4805796607881319,524.51,40,10,0,2.76,0,3,750.0,0,0,0,13,32.95,1,1200.0,900.0,398.73,80.65,PXWSKGXEHZHFJA-UHFFFAOYSA-N,2,125.78,1,4.07,0,0,417.97,0,481.73,1365,398.73,0,0,26.67,0,0,417.97,14.312404953291333,0.4808022123705429,95.0,0
1,1,33.86,0,3.09,0,0,3.88,123.82,5.69,2,51.61,5.69,4.77,0,0,3,0,51.49,143.13,1,0,0,0,0,47.38,3.88,78.12,51.61,4,1,1,12600.0,0,0,1,0.12927040163361705,176.28,7,0,0,1.63,0,4,750.0,0,0,0,3,13.66,2,1200.0,900.0,123.82,19.81,QHJPGANWSLEMTI-UHFFFAOYSA-N,2,29.36,2,2.41,0,0,78.34,0,33.15,5,146.92,0,0,4.78,0,0,78.12,7.9439118684623535,0.7361223956856892,95.0,0
0,0,71.89,0,9.65,0,0,7.19,398.73,19.06,1,27.64,19.06,24.35,10,0,13,0,27.64,42.78,0,0,0,0,0,229.29,7.19,417.97,27.64,364,1,0,12600.0,0,0,12,0.430182986297021,524.51,40,10,0,2.76,0,3,750.0,0,0,0,13,32.95,1,1200.0,900.0,398.73,80.65,PXWSKGXEHZHFJA-UHFFFAOYSA-N,2,125.78,1,4.07,0,0,417.97,0,481.73,1365,398.73,0,0,26.67,0,0,417.97,8.596039010985784,0.4652944881354853,95.0,0
0,0,71.89,0,9.65,0,0,7.19,398.73,19.06,1,27.64,19.06,24.35,10,0,13,0,27.64,42.78,0,0,0,0,0,229.29,7.19,417.97,27.64,364,1,0,12600.0,0,0,12,0.4132764211657277,524.51,40,10,0,2.76,0,3,750.0,0,0,0,13,32.95,1,1200.0,900.0,398.73,80.65,PXWSKGXEHZHFJA-UHFFFAOYSA-N,2,125.78,1,4.07,0,0,417.97,0,481.73,1365,398.73,0,0,26.67,0,0,417.97,7.760144128375781,0.4342642455171104,95.0,0
0,0,71.89,0,9.65,0,0,7.19,398.73,19.06,1,27.64,19.06,24.35,10,0,13,0,27.64,42.78,0,0,0,0,0,229.29,7.19,417.97,27.64,364,1,0,12600.0,0,0,12,0.4476457252850197,524.51,40,10,0,2.76,0,3,750.0,0,0,0,13,32.95,1,1200.0,900.0,398.73,80.65,PXWSKGXEHZHFJA-UHFFFAOYSA-N,2,125.78,1,4.07,0,0,417.97,0,481.73,1365,398.73,0,0,26.67,0,0,417.97,14.60125588492795,0.4623102906597094,95.0,0
0,2,26.66,0,3.14,0,0,3.59,120.89,6.29,3,77.63,6.29,5.89,0,0,4,0,77.63,115.82,2,0,0,1,0,57.06,3.59,95.68,77.63,9,0,2,12600.0,0,0,1,0.7497457966231409,185.35,9,0,0,2.32,0,6,750.0,0,0,0,4,15.91,3,1200.0,900.0,120.89,25.66,UUDRLGYROXTISK-UHFFFAOYSA-N,2,64.46,3,3.01,0,0,95.68,0,69.53,12,120.89,0,0,5.94,0,0,95.68,2.0988793840513176,0.5655846969466053,95.0,3
0,0,50.8,1,5.49,6,6,5.08,207.04,10.8,1,27.64,10.8,15.04,2,0,4,1,27.64,80.92,0,0,6,0,0,135.05,5.08,224.66,27.64,127,1,0,12600.0,0,0,8,0.2471590892912755,311.27,21,10,6,2.13,1,3,750.0,0,1,0,4,25.38,1,1200.0,900.0,207.04,48.87,NOHLSFNWSBZSBW-UHFFFAOYSA-N,2,104.23,1,3.37,0,0,224.66,0,230.35,296,207.04,0,0,14.8,0,0,224.66,8.834817872402056,0.426218266245156,95.0,0
0,0,50.8,1,5.49,6,6,5.08,207.04,10.8,1,27.64,10.8,15.04,2,0,4,1,27.64,80.92,0,0,6,0,0,135.05,5.08,224.66,27.64,127,1,0,12600.0,0,0,8,0.2662906505962487,311.27,21,10,6,2.13,1,3,750.0,0,1,0,4,25.38,1,1200.0,900.0,207.04,48.87,NOHLSFNWSBZSBW-UHFFFAOYSA-N,2,104.23,1,3.37,0,0,224.66,0,230.35,296,207.04,0,0,14.8,0,0,224.66,8.021571038959191,0.4138221316195243,95.0,0
0,2,26.66,0,3.14,0,0,3.59,120.89,6.29,3,77.63,6.29,5.89,0,0,4,0,77.63,115.82,2,0,0,1,0,57.06,3.59,95.68,77.63,9,0,2,12600.0,0,0,1,0.6486948933749781,185.35,9,0,0,2.32,0,6,750.0,0,0,0,4,15.91,3,1200.0,900.0,120.89,25.66,UUDRLGYROXTISK-UHFFFAOYSA-N,2,64.46,3,3.01,0,0,95.68,0,69.53,12,120.89,0,0,5.94,0,0,95.68,4.41740893620103,0.7100802828487783,95.0,3
1,1,33.86,0,3.09,0,0,3.88,123.82,5.69,2,51.61,5.69,4.77,0,0,3,0,51.49,143.13,1,0,0,0,0,47.38,3.88,78.12,51.61,4,1,1,12600.0,0,0,1,0.4088552237714399,176.28,7,0,0,1.63,0,4,750.0,0,0,0,3,13.66,2,1200.0,900.0,123.82,19.81,QHJPGANWSLEMTI-UHFFFAOYSA-N,2,29.36,2,2.41,0,0,78.34,0,33.15,5,146.92,0,0,4.78,0,0,78.12,7.203972131420864,0.5918187440514406,95.0,0
0,0,39.35,0,3.96,0,0,6.2,195.11,7.87,1,27.64,7.87,11.42,1,0,6,0,27.64,36.88,0,0,0,0,0,110.9,6.2,207.49,27.64,28,1,0,12600.0,0,0,5,0.3019114953658536,254.69,19,3,0,3.17,0,3,750.0,0,0,0,6,27.08,1,1200.0,900.0,195.11,34.29,CQWGDVVCKBJLNX-UHFFFAOYSA-N,2,59.57,1,3.38,0,0,207.49,0,217.8,44,195.11,0,0,11.59,0,0,207.49,7.995756957145994,1.0351006806557297,95.0,0
0,2,26.66,0,3.14,0,0,3.59,120.89,6.29,3,77.63,6.29,5.89,0,0,4,0,77.63,115.82,2,0,0,1,0,57.06,3.59,95.68,77.63,9,0,2,12600.0,0,0,1,0.0814617905082317,185.35,9,0,0,2.32,0,6,750.0,0,0,0,4,15.91,3,1200.0,900.0,120.89,25.66,UUDRLGYROXTISK-UHFFFAOYSA-N,2,64.46,3,3.01,0,0,95.68,0,69.53,12,120.89,0,0,5.94,0,0,95.68,2.9187853006514786,0.14326498574088675,95.0,3
0,0,45.82,1,4.68,6,6,5.0,196.91,9.2,1,27.64,9.2,13.66,1,0,2,1,27.64,45.88,0,0,6,0,0,113.17,5.0,186.95,27.64,64,1,0,12600.0,0,0,7,0.13808432608640495,272.92,18,7,6,2.13,1,3,750.0,0,1,0,2,24.65,1,1200.0,900.0,196.91,42.12,PPCHYMCMRUGLHR-UHFFFAOYSA-N,2,76.01,1,3.52,0,0,186.95,0,227.04,122,196.91,0,0,12.63,0,0,186.95,8.098583049701885,0.17857788387805734,95.0,0
0,0,50.58,1,5.03,6,6,5.96,218.15,10.13,1,27.64,10.13,15.43,2,0,3,1,27.64,48.41,0,0,6,0,0,130.2,5.96,217.67,27.64,94,1,0,12600.0,0,0,8,1.1694559184788962,304.55,21,8,6,1.85,1,3,750.0,0,1,0,3,24.96,1,1200.0,900.0,218.15,46.76,UPHCENSIMPJEIS-UHFFFAOYSA-N,2,86.4,1,3.37,0,0,217.67,0,256.14,203,218.15,0,0,14.69,0,0,217.67,7.46389785771898,0.5854373357589837,95.0,0
0,0,45.82,1,4.68,6,6,5.0,196.91,9.2,1,27.64,9.2,13.66,1,0,2,1,27.64,45.88,0,0,6,0,0,113.17,5.0,186.95,27.64,64,1,0,12600.0,0,0,7,0.8505624677153972,272.92,18,7,6,2.13,1,3,750.0,0,1,0,2,24.65,1,1200.0,900.0,196.91,42.12,PPCHYMCMRUGLHR-UHFFFAOYSA-N,2,76.01,1,3.52,0,0,186.95,0,227.04,122,196.91,0,0,12.63,0,0,186.95,7.49121572824909,0.8549682238633196,95.0,0
0,0,51.8,1,5.39,6,6,5.23,177.72,10.59,1,27.64,10.59,14.75,2,0,6,1,27.64,149.38,0,0,6,0,0,145.09,5.23,236.68,27.64,201,1,0,12600.0,0,0,8,0.9167321659170145,326.91,21,15,6,2.36,1,3,750.0,0,1,0,6,27.16,1,1200.0,900.0,177.72,50.8,SQXJHWOXNLTOOO-UHFFFAOYSA-N,2,149.19,1,3.52,0,0,236.68,0,177.53,496,177.72,0,0,15.12,0,0,236.68,8.834817872402056,1.2335162040923269,95.0,0
0,0,34.96,0,3.96,0,0,5.27,189.82,7.79,1,27.64,7.79,9.57,1,0,5,0,27.64,42.54,0,0,0,0,0,93.65,5.27,172.19,27.64,18,1,0,12600.0,0,0,4,0.8024077554702692,248.05,16,2,0,2.54,0,3,750.0,0,0,0,5,22.47,1,1200.0,900.0,189.82,34.13,FCTHQYIDLRRROX-UHFFFAOYSA-N,2,58.23,1,3.12,0,0,172.19,0,205.51,28,189.82,0,0,9.83,0,0,172.19,8.300845363630504,1.0210452133490555,95.0,0
0,1,57.04,1,6.03,6,6,6.17,293.82,12.05,1,36.87,12.05,17.92,3,0,5,1,36.87,67.01,2,0,6,0,0,156.29,6.17,265.89,36.87,170,1,1,12600.0,0,0,9,0.17467951724408162,370.82,25,12,6,1.94,1,3,750.0,0,1,0,5,28.03,1,1200.0,900.0,293.82,53.7,QNNYEDWTOZODAS-UHFFFAOYSA-N,2,77.0,1,3.45,0,0,265.89,0,303.81,432,293.82,0,0,17.7,0,0,265.89,5.449019406331806,0.5348170116722384,95.0,0
0,0,44.44,0,4.49,0,0,6.12,230.8,8.46,1,16.61,8.46,13.27,2,0,7,0,16.61,13.65,0,0,0,0,0,128.14,6.12,236.93,16.61,48,1,0,12600.0,0,0,6,0.06535289216220631,302.2,22,4,0,2.95,0,2,750.0,0,0,0,7,28.74,1,1200.0,900.0,230.8,41.21,PBGZCCFVBVEIAS-UHFFFAOYSA-N,2,71.4,1,3.37,0,0,236.93,0,288.54,91,230.8,0,0,13.62,0,0,236.93,13.729306973712795,0.07472174903840595,95.0,1
0,0,35.61,0,4.54,0,0,5.73,206.64,9.15,1,16.61,9.15,9.57,2,0,5,0,16.61,19.64,0,0,0,0,0,93.95,5.73,177.5,16.61,20,1,0,12600.0,0,0,4,0.7519752380318104,287.17,16,2,0,2.19,0,2,750.0,0,0,0,5,19.22,1,1200.0,900.0,206.64,34.28,YYMLRIWBISZOMT-UHFFFAOYSA-N,2,80.53,1,2.8,0,0,177.5,0,267.53,35,206.64,0,0,10.0,0,0,177.5,11.184879426461002,0.9101258422168054,95.0,1
0,0,44.44,0,4.49,0,0,6.12,230.8,8.46,1,16.61,8.46,13.27,2,0,7,0,16.61,13.65,0,0,0,0,0,128.14,6.12,236.93,16.61,48,1,0,12600.0,0,0,6,0.05518822461110622,302.2,22,4,0,2.95,0,2,750.0,0,0,0,7,28.74,1,1200.0,900.0,230.8,41.21,PBGZCCFVBVEIAS-UHFFFAOYSA-N,2,71.4,1,3.37,0,0,236.93,0,288.54,91,230.8,0,0,13.62,0,0,236.93,11.63868222711648,0.39929736750689976,95.0,1
0,0,44.29,0,5.85,0,0,5.92,246.47,11.69,1,27.64,11.69,13.27,4,0,7,0,27.64,42.47,0,0,0,0,0,127.43,5.92,234.33,27.64,56,1,0,12600.0,0,0,6,0.7112580413486137,328.43,22,4,0,2.45,0,3,750.0,0,0,0,7,20.7,1,1200.0,900.0,246.47,45.87,VNAAUNTYIONOHR-UHFFFAOYSA-N,2,81.96,1,2.89,0,0,234.33,0,285.95,126,246.47,0,0,14.07,0,0,234.33,11.47286970203714,1.0740856051326124,95.0,0
0,0,39.63,0,4.6,0,0,5.3,215.08,9.19,1,27.64,9.19,11.42,2,0,6,0,27.64,48.24,0,0,0,0,0,110.65,5.3,203.2,27.64,32,1,0,12600.0,0,0,5,0.7906577623676257,282.67,19,3,0,2.63,0,3,750.0,0,0,0,6,22.8,1,1200.0,900.0,215.08,39.83,UZHWWTHDRVLCJU-UHFFFAOYSA-N,2,67.59,1,3.18,0,0,203.2,0,234.42,58,215.08,0,0,11.82,0,0,203.2,6.485984117805739,0.9133478466219894,95.0,0
0,0,46.96,1,4.78,6,6,5.02,189.88,9.5,1,27.64,9.5,12.94,1,0,5,1,27.64,155.76,0,0,6,0,0,128.06,5.02,206.0,27.64,152,1,0,12600.0,0,0,7,0.289348269923815,302.03,18,13,6,2.18,1,3,750.0,0,1,0,5,23.91,1,1200.0,900.0,189.88,46.91,KOAGKPNEVYEZDU-UHFFFAOYSA-N,2,112.15,1,3.48,0,0,206.0,0,146.27,340,189.88,0,0,13.18,0,0,206.0,3.1805344340647403,2.1569987743803685,95.0,0
0,0,34.96,0,3.96,0,0,5.27,189.82,7.79,1,27.64,7.79,9.57,1,0,5,0,27.64,42.54,0,0,0,0,0,93.65,5.27,172.19,27.64,18,1,0,12600.0,0,0,4,0.3028496316502849,248.05,16,2,0,2.54,0,3,750.0,0,0,0,5,22.47,1,1200.0,900.0,189.82,34.13,FCTHQYIDLRRROX-UHFFFAOYSA-N,2,58.23,1,3.12,0,0,172.19,0,205.51,28,189.82,0,0,9.83,0,0,172.19,8.740074517202034,1.0616162717036413,95.0,0
1,1,33.86,0,3.09,0,0,3.88,123.82,5.69,2,51.61,5.69,4.77,0,0,3,0,51.49,143.13,1,0,0,0,0,47.38,3.88,78.12,51.61,4,1,1,12600.0,0,0,1,1.1143630271151104,176.28,7,0,0,1.63,0,4,750.0,0,0,0,3,13.66,2,1200.0,900.0,123.82,19.81,QHJPGANWSLEMTI-UHFFFAOYSA-N,2,29.36,2,2.41,0,0,78.34,0,33.15,5,146.92,0,0,4.78,0,0,78.12,3.889732100818653,0.9247426713363208,95.0,0
0,0,35.61,0,4.54,0,0,5.73,206.64,9.15,1,16.61,9.15,9.57,2,0,5,0,16.61,19.64,0,0,0,0,0,93.95,5.73,177.5,16.61,20,1,0,12600.0,0,0,4,0.06782521754796722,287.17,16,2,0,2.19,0,2,750.0,0,0,0,5,19.22,1,1200.0,900.0,206.64,34.28,YYMLRIWBISZOMT-UHFFFAOYSA-N,2,80.53,1,2.8,0,0,177.5,0,267.53,35,206.64,0,0,10.0,0,0,177.5,7.9513360851618495,0.3821192523437661,95.0,1
