mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__random_state,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_depth,param_model__learning_rate,params,split0_test_recall,split1_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_precision,split1_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_matthew,split1_test_matthew,mean_test_matthew,std_test_matthew,rank_test_matthew
2.4414114952087402,0.0062105655670166016,0.00801706314086914,9.417533874511719e-05,0.9,1,100,10,3,5,0.2,"{'model__subsample': 0.9, 'model__random_state': 1, 'model__n_estimators': 100, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 5, 'model__learning_rate': 0.2}",0.52,0.6,0.56,0.03999999999999998,107,0.6011560693641619,0.6703910614525139,0.6357735654083378,0.03461749604417602,97,0.7123287671232876,0.759493670886076,0.7359112190046818,0.023582451881394184,25,0.531081143595881,0.6072278254018922,0.5691544844988866,0.038073340903005626,95
2.46551775932312,0.0036864280700683594,0.00796496868133545,2.0265579223632812e-06,0.9,1,100,7,3,5,0.2,"{'model__subsample': 0.9, 'model__random_state': 1, 'model__n_estimators': 100, 'model__min_samples_split': 7, 'model__min_samples_leaf': 3, 'model__max_depth': 5, 'model__learning_rate': 0.2}",0.52,0.6,0.56,0.03999999999999998,107,0.608187134502924,0.6741573033707865,0.6411722189368553,0.03298508443393122,90,0.7323943661971831,0.7692307692307693,0.7508125677139762,0.018418201516793076,5,0.5428967256711686,0.6131001742249318,0.5779984499480502,0.035101724276881574,75
2.453930974006653,0.011744141578674316,0.008624792098999023,0.0008289813995361328,0.9,1,100,15,3,5,0.2,"{'model__subsample': 0.9, 'model__random_state': 1, 'model__n_estimators': 100, 'model__min_samples_split': 15, 'model__min_samples_leaf': 3, 'model__max_depth': 5, 'model__learning_rate': 0.2}",0.54,0.6,0.5700000000000001,0.02999999999999997,95,0.6171428571428572,0.6666666666666665,0.6419047619047619,0.02476190476190465,86,0.72,0.75,0.735,0.015000000000000013,29,0.5475782848069495,0.6014497481282602,0.5745140164676048,0.026935731660655382,81
2.4364168643951416,0.0017230510711669922,0.009402036666870117,0.0006020069122314453,0.9,1,100,20,3,5,0.2,"{'model__subsample': 0.9, 'model__random_state': 1, 'model__n_estimators': 100, 'model__min_samples_split': 20, 'model__min_samples_leaf': 3, 'model__max_depth': 5, 'model__learning_rate': 0.2}",0.5,0.58,0.54,0.03999999999999998,110,0.5847953216374269,0.6590909090909091,0.6219431153641679,0.037147793726741096,109,0.704225352112676,0.7631578947368421,0.733691623424759,0.02946627131208307,32,0.5143409649918402,0.5973802600476511,0.5558606125197456,0.041519647527905434,104
2.478990077972412,0.014342069625854492,0.011254429817199707,0.00283658504486084,0.9,1,100,10,6,5,0.2,"{'model__subsample': 0.9, 'model__random_state': 1, 'model__n_estimators': 100, 'model__min_samples_split': 10, 'model__min_samples_leaf': 6, 'model__max_depth': 5, 'model__learning_rate': 0.2}",0.52,0.62,0.5700000000000001,0.04999999999999999,95,0.6046511627906976,0.6739130434782609,0.6392821031344793,0.03463094034378161,95,0.7222222222222222,0.7380952380952381,0.7301587301587302,0.007936507936507964,42,0.5369371034852021,0.6058765140384431,0.5714068087618226,0.03446970527662052,86
2.5125133991241455,0.040503501892089844,0.008160591125488281,0.00030350685119628906,0.9,1,100,7,6,5,0.2,"{'model__subsample': 0.9, 'model__random_state': 1, 'model__n_estimators': 100, 'model__min_samples_split': 7, 'model__min_samples_leaf': 6, 'model__max_depth': 5, 'model__learning_rate': 0.2}",0.52,0.62,0.5700000000000001,0.04999999999999999,95,0.6046511627906976,0.6739130434782609,0.6392821031344793,0.03463094034378161,95,0.7222222222222222,0.7380952380952381,0.7301587301587302,0.007936507936507964,42,0.5369371034852021,0.6058765140384431,0.5714068087618226,0.03446970527662052,86
2.4525461196899414,0.00568699836730957,0.008683919906616211,0.0008490085601806641,0.9,1,100,15,6,5,0.2,"{'model__subsample': 0.9, 'model__random_state': 1, 'model__n_estimators': 100, 'model__min_samples_split': 15, 'model__min_samples_leaf': 6, 'model__max_depth': 5, 'model__learning_rate': 0.2}",0.59,0.58,0.585,0.0050000000000000044,81,0.6704545454545454,0.6516853932584269,0.6610699693564861,0.00938457609805926,38,0.7763157894736842,0.7435897435897436,0.7599527665317138,0.016363022941970284,1,0.6112601160714439,0.5856350165083298,0.5984475662898869,0.012812549781557048,24
2.4693589210510254,0.02301812171936035,0.008455634117126465,0.00039327144622802734,0.9,1,100,20,6,5,0.2,"{'model__subsample': 0.9, 'model__random_state': 1, 'model__n_estimators': 100, 'model__min_samples_split': 20, 'model__min_samples_leaf': 6, 'model__max_depth': 5, 'model__learning_rate': 0.2}",0.54,0.59,0.565,0.024999999999999967,100,0.6206896551724138,0.6666666666666666,0.6436781609195402,0.02298850574712641,83,0.7297297297297297,0.7662337662337663,0.747981747981748,0.018252018252018276,9,0.553392801242934,0.6052644112486771,0.5793286062458056,0.02593580500287157,70
3.5001293420791626,0.02010047435760498,0.012167572975158691,0.0028954744338989258,0.9,1,100,10,3,7,0.2,"{'model__subsample': 0.9, 'model__random_state': 1, 'model__n_estimators': 100, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_depth': 7, 'model__learning_rate': 0.2}",0.52,0.62,0.5700000000000001,0.04999999999999999,95,0.608187134502924,0.6775956284153004,0.6428913814591122,0.03470424695618818,84,0.7323943661971831,0.7469879518072289,0.739691159002206,0.007296792805022878,21,0.5428967256711686,0.6114338908199372,0.5771653082455529,0.034268582574384254,77
3.5624239444732666,0.013123035430908203,0.008419990539550781,8.606910705566406e-05,0.9,1,100,7,3,7,0.2,"{'model__subsample': 0.9, 'model__random_state': 1, 'model__n_estimators': 100, 'model__min_samples_split': 7, 'model__min_samples_leaf': 3, 'model__max_depth': 7, 'model__learning_rate': 0.2}",0.54,0.64,0.5900000000000001,0.04999999999999999,69,0.6171428571428572,0.6956521739130435,0.6563975155279503,0.03925465838509312,54,0.72,0.7619047619047619,0.7409523809523809,0.020952380952380945,19,0.5475782848069495,0.6325292044724169,0.5900537446396832,0.04247545983273371,44
