tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,recall_micro,recall_macro,f1_macro,f1_weighted,matthew
220,55,17,9,0.1,0.25,0.760797342192691,0.5344475210970464,0.760797342192691,0.573076923076923,0.5296875,0.8024190199335548,0.10034577917181262
213,54,26,8,0.1,0.25,0.7342192691029901,0.5101228235929276,0.7342192691029901,0.5165234633179114,0.5042819499341238,0.7656253419650789,0.02586612489813086
220,59,21,1,0.1,0.25,0.7342192691029901,0.4647648686030429,0.7342192691029901,0.4169925057021831,0.4352720450281426,0.7860913901753379,-0.1081624698038233
214,55,23,9,0.1,0.25,0.7408637873754153,0.5217892932489452,0.7408637873754153,0.5383945167286246,0.5166749011857708,0.7758591257074572,0.05784770986483493
209,56,28,8,0.1,0.25,0.7209302325581395,0.5034282700421941,0.7209302325581395,0.5054507337526206,0.4963346613545817,0.7522171778004262,0.008645597083391106
218,43,21,19,0.1,0.25,0.7873754152823921,0.6092927520583075,0.7873754152823921,0.655124521072797,0.6222745098039216,0.8056277766920723,0.26041494442349417
214,59,25,3,0.1,0.25,0.7209302325581395,0.47189229315697123,0.7209302325581395,0.4455128205128205,0.4513020833333333,0.7643774224806201,-0.07826901475626559
210,47,25,19,0.1,0.25,0.760797342192691,0.5907479045776918,0.760797342192691,0.6244694021931376,0.5995565410199557,0.7793695810712259,0.21255904998908134
215,58,26,2,0.1,0.25,0.7209302325581395,0.46272475795297374,0.7209302325581395,0.42948717948717946,0.4410152104704634,0.7629831936229547,-0.10253550510986727
222,55,15,9,0.1,0.25,0.7674418604651163,0.5386669303797469,0.7674418604651163,0.5882220216606497,0.5341793420587194,0.8112470282409653,0.11681223856279553
221,48,20,12,0.1,0.25,0.7740863787375415,0.5585062240663901,0.7740863787375415,0.5982806691449813,0.5637681159420289,0.8022629881072751,0.15165791572339413
218,49,21,13,0.1,0.25,0.7674418604651163,0.560905655284114,0.7674418604651163,0.5994161709627671,0.5662467061923584,0.7949221742194442,0.15562785147042069
218,51,23,9,0.1,0.25,0.7541528239202658,0.5272821576763486,0.7541528239202658,0.5458294609665427,0.5252770673486786,0.784815604704976,0.07071991460151181
215,56,26,4,0.1,0.25,0.7275747508305648,0.4793914246196404,0.7275747508305648,0.46334563345633456,0.46436631944444445,0.7649977505537098,-0.05496887395370076
218,59,23,1,0.1,0.25,0.7275747508305648,0.4606154910096819,0.7275747508305648,0.4143351383874849,0.43275418275418276,0.7764850754883977,-0.11617002216290494
220,49,21,11,0.1,0.25,0.7674418604651163,0.5480982019363762,0.7674418604651163,0.5807969330855018,0.5509377664109122,0.7964471936398422,0.12467858201610002
222,55,17,7,0.1,0.25,0.760797342192691,0.5208867593467404,0.760797342192691,0.5465553549939831,0.5116279069767442,0.8048365912076025,0.062366352981760846
215,54,24,8,0.1,0.25,0.7408637873754153,0.5143069240113376,0.7408637873754153,0.5246282527881041,0.5083347294354162,0.7745636508449804,0.037542218430530586
216,59,21,5,0.1,0.25,0.7342192691029901,0.49475870253164556,0.7342192691029901,0.48888111888111885,0.4774305555555555,0.7804655777039496,-0.015267922381165748
214,59,23,5,0.1,0.25,0.7275747508305648,0.49053929324894513,0.7275747508305648,0.48122710622710624,0.4739556692242114,0.7712603342651518,-0.02665369339165225
216,57,21,7,0.1,0.25,0.7408637873754153,0.5103837025316456,0.7408637873754153,0.5206043956043955,0.499616368286445,0.7824183667400226,0.02925405372254515
220,59,19,3,0.1,0.25,0.7408637873754153,0.48444459441220133,0.7408637873754153,0.4624470511567286,0.4604247104247104,0.7925576264446696,-0.04833844640759321
