precision,recall,f1-score,support
0.9172932330827067,0.9446902654867256,0.9307901907356948,904.0
0.7448979591836735,0.6547085201793722,0.6968973747016708,223.0
0.8873114463176575,0.8873114463176575,0.8873114463176575,0.8873114463176575
0.8310955961331901,0.7996993928330489,0.8138437827186829,1127.0
0.883181302222472,0.8873114463176575,0.8845097133837982,1127.0
